lead_indices,lead_names,measurement_contacts,seed,binary_auroc,sens_at_95sp,f1_at_05,macro_f1,macro_sensitivity,measurable,auroc_nsr,f1_nsr,sensitivity_nsr,sens95_nsr,auroc_af,f1_af,sensitivity_af,sens95_af,auroc_ischemia,f1_ischemia,sensitivity_ischemia,sens95_ischemia,auroc_conduction,f1_conduction,sensitivity_conduction,sens95_conduction,auroc_ectopy,f1_ectopy,sensitivity_ectopy,sens95_ectopy,repeat_run_id,expanded_run_id,prediction_path,prediction_sha256,runtime_sec
1,II,2,30002,0.9104784325265455,0.6463768115942029,0.7808219178082192,0.6973578962111437,0.7086476861262884,binary;multiclass,0.9300629891200611,0.6644518272425249,0.7692307692307693,0.6538461538461539,0.9637786596119929,0.8913649025069638,0.8888888888888888,0.9,0.8903352592068545,0.6746268656716418,0.6848484848484848,0.6060606060606061,0.944752087843375,0.8563458856345886,0.8100263852242744,0.8100263852242744,0.8516878962700634,0.4,0.3902439024390244,0.3780487804878049,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30002_1.npz,285376ff0c785beb7fb7235ad84a0e5670127ba6fb057393a06a3d710d23aae7,6.3954630000007455
1;3;4;5;7,II;aVR;aVL;aVF;V2,4,30002,0.9144559699845507,0.6956521739130435,0.7883008356545961,0.7022952615569513,0.7109592121845163,binary;multiclass,0.9321530826493606,0.6468646864686468,0.7538461538461538,0.5769230769230769,0.9678938859494416,0.8950276243093923,0.9,0.9,0.9032739849860473,0.6890243902439024,0.6848484848484848,0.6,0.9557704059155957,0.8622589531680441,0.8258575197889182,0.8126649076517151,0.8668675386988062,0.41830065359477125,0.3902439024390244,0.4024390243902439,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30002_1-3-4-5-7.npz,4dde73727c097b4e2e623b78f03e67fb50a1ba0cbbf7aa45398ce7b4f2ab61dd,6.38841830000456
1;3;6;7,II;aVR;V1;V2,5,30002,0.9148434243115329,0.6840579710144927,0.7960339943342776,0.7066473077590013,0.7145937096989288,binary;multiclass,0.9316758923458676,0.6556291390728477,0.7615384615384615,0.5692307692307692,0.9674382716049383,0.9,0.9,0.9,0.902645128326062,0.7012195121951219,0.696969696969697,0.6303030303030303,0.9574757345940134,0.8684931506849315,0.8364116094986808,0.8311345646437994,0.8662677786028445,0.40789473684210525,0.3780487804878049,0.3780487804878049,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30002_1-3-6-7.npz,308d588e1bf150905383177eb5d0cf3e7468c3849e55b1dec5bd41c37f168fc8,6.398236900000484
6;7,V1;V2,5,30002,0.8920915176929302,0.6666666666666666,0.7645348837209303,0.7000774522040734,0.7047690811594538,binary;multiclass,0.915413246802825,0.6098360655737705,0.7153846153846154,0.5076923076923077,0.9627131099353322,0.9019607843137255,0.8944444444444445,0.9111111111111111,0.8693707503046024,0.6206896551724138,0.6,0.5272727272727272,0.9634585960407953,0.8873812754409769,0.862796833773087,0.8496042216358839,0.8709373393499743,0.4805194805194805,0.45121951219512196,0.5,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30002_6-7.npz,02577ee6d2948f387bd8530c5df879bb67f7f3f70741a6d39cfe33ff7b7f08b4,6.39521689999674
0;1;2;3;4;5;6;7;8;9;10;11,I;II;III;aVR;aVL;aVF;V1;V2;V3;V4;V5;V6,9,30003,0.9155643836288285,0.7014492753623188,0.7915492957746478,0.6939423456242942,0.7004270174055874,binary;multiclass,0.9304542851689253,0.6333333333333333,0.7307692307692307,0.5153846153846153,0.9683862433862435,0.9044943820224719,0.8944444444444445,0.9055555555555556,0.908257674016429,0.6687306501547987,0.6545454545454545,0.6121212121212121,0.9571441429065433,0.8707482993197279,0.8443271767810027,0.8179419525065963,0.8611412577826012,0.3924050632911392,0.3780487804878049,0.3048780487804878,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30003_0-1-2-3-4-5-6-7-8-9-10-11.npz,20ed4e314b239136498e19aea1507f4ca4c7b310cb989ff175e63f050d9de468,6.391121199994814
0;2;3;4;5;10,I;III;aVR;aVL;aVF;V5,4,30003,0.9157507540645923,0.7043478260869566,0.786013986013986,0.6916888188486341,0.6993436046045609,binary;multiclass,0.9293090284405421,0.6375838926174496,0.7307692307692307,0.5307692307692308,0.9655055849500294,0.8919667590027701,0.8944444444444445,0.9055555555555556,0.9071493141532052,0.6666666666666666,0.6484848484848484,0.6,0.9500954510357503,0.8497267759562842,0.820580474934037,0.7941952506596306,0.8693665390986463,0.4125,0.4024390243902439,0.34146341463414637,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30003_0-2-3-4-5-10.npz,0b0cf0a8728718aac543702d5e89891a1e6a30d17a047240b9725b93d3a1597d,6.387913599995954
0;2;3;5,I;III;aVR;aVF,3,30003,0.9152357831236666,0.672463768115942,0.7905686546463245,0.6842708490580792,0.691040702509909,binary;multiclass,0.9290608894827257,0.6421404682274248,0.7384615384615385,0.5923076923076923,0.9663286302175191,0.8839779005524862,0.8888888888888888,0.9055555555555556,0.8996108949416344,0.6809815950920245,0.6727272727272727,0.6363636363636364,0.9523029042694797,0.8493894165535957,0.8258575197889182,0.7941952506596306,0.8719797795167646,0.36486486486486486,0.32926829268292684,0.4024390243902439,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30003_0-2-3-5.npz,82826c7c117ff8a19ae69490a2df7f550bf8be839f7042935f19bb81f6205557,6.419679799997539
0;3,I;aVR,3,30003,0.913945903528777,0.6956521739130435,0.7915492957746478,0.6920316085945313,0.698829778025994,binary;multiclass,0.9293567474708915,0.6357615894039735,0.7384615384615385,0.5615384615384615,0.9667328042328042,0.8833333333333333,0.8833333333333333,0.9055555555555556,0.8991706952796447,0.6915887850467289,0.6727272727272727,0.6303030303030303,0.9506733679767695,0.8598639455782313,0.8337730870712401,0.8153034300791556,0.872536699605872,0.38961038961038963,0.36585365853658536,0.35365853658536583,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30003_0-3.npz,9a72f6e7e9f59162d342600edffcdc82b37d9d6617846b1bc98350b4ec1bdb5d,6.387428699999873
1,II,2,30003,0.9124549400426689,0.6579710144927536,0.7883008356545961,0.6857668534555952,0.6962671920610011,binary;multiclass,0.9301107081504104,0.6556291390728477,0.7615384615384615,0.6461538461538462,0.967063492063492,0.8901098901098901,0.9,0.9055555555555556,0.8877333647761664,0.6547619047619048,0.6666666666666666,0.5818181818181818,0.9432315031051194,0.8416666666666667,0.7994722955145118,0.7862796833773087,0.8541154966584795,0.38666666666666666,0.35365853658536583,0.32926829268292684,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30003_1.npz,cd10a7b39ce96a8c6d54270422872ccd71d9773605f9adc1d57393472f7e91e4,6.396582699999271
1;3;4;5;7,II;aVR;aVL;aVF;V2,4,30003,0.9156722823021654,0.6927536231884058,0.7910863509749304,0.6976163334418669,0.7058558331786982,binary;multiclass,0.9320385569765222,0.6402640264026402,0.7461538461538462,0.5923076923076923,0.9690182245737802,0.8969359331476323,0.8944444444444445,0.9,0.9042644342255238,0.688622754491018,0.696969696969697,0.6242424242424243,0.9562535823744805,0.8622589531680441,0.8258575197889182,0.8047493403693932,0.8656394585023134,0.4,0.36585365853658536,0.3780487804878049,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30003_1-3-4-5-7.npz,79d9a00453ffb91673b2fa7e92fcf6a345ddf6e93096065219aae417deae6aca,6.376867899998615
1;3;6;7,II;aVR;V1;V2,5,30003,0.9159763603815689,0.6782608695652174,0.7909604519774012,0.6974068336227176,0.7054977567784054,binary;multiclass,0.93219125787364,0.6384364820846905,0.7538461538461538,0.5769230769230769,0.9682098765432099,0.8969359331476323,0.8944444444444445,0.9,0.903619856149039,0.6890243902439024,0.6848484848484848,0.6424242424242425,0.9577599560404163,0.8626373626373627,0.8284960422163589,0.8232189973614775,0.8652681784429085,0.4,0.36585365853658536,0.36585365853658536,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30003_1-3-6-7.npz,79895ed78e82ab60d90e79832298bc38b0f386a406c2a0b691a8c2dfe08bb154,6.380679900001269
6;7,V1;V2,5,30003,0.8939699355060203,0.6405797101449275,0.7710144927536232,0.7021272496384778,0.7058562262043825,binary;multiclass,0.9169497995800726,0.6086956521739131,0.7,0.5230769230769231,0.9624779541446208,0.9044943820224719,0.8944444444444445,0.9055555555555556,0.867161891286405,0.6335403726708074,0.6181818181818182,0.5636363636363636,0.9628569939792423,0.8864864864864865,0.8654353562005277,0.8469656992084432,0.872179699548752,0.4774193548387097,0.45121951219512196,0.4268292682926829,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30003_6-7.npz,1f475bb572810cc90c7fa84611aeeb7b3342513998a5fbd5ba572b4a9453b206,6.381844399998954
0;1;2;3;4;5;6;7;8;9;10;11,I;II;III;aVR;aVL;aVF;V1;V2;V3;V4;V5;V6,9,30004,0.9137202972118001,0.7101449275362319,0.7915492957746478,0.6834283830140067,0.690516073725418,binary;multiclass,0.9312750524909335,0.6163934426229508,0.7230769230769231,0.5461538461538461,0.9674750146972368,0.9044943820224719,0.8944444444444445,0.9055555555555556,0.9055771725032425,0.6625766871165644,0.6545454545454545,0.5878787878787879,0.9571299318342232,0.8700410396716827,0.8390501319261213,0.8179419525065963,0.8601130976180956,0.36363636363636365,0.34146341463414637,0.2926829268292683,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30004_0-1-2-3-4-5-6-7-8-9-10-11.npz,01dd63bdf77ec2645b79e4d04c8e35c263a0e89af5b9de5fc1f91eb0e678fdfa,6.387237800001458
0;2;3;4;5;10,I;III;aVR;aVL;aVF;V5,4,30004,0.9146472449054661,0.6898550724637681,0.7837078651685393,0.681071808962625,0.6891626787810583,binary;multiclass,0.9301107081504103,0.6308724832214765,0.7230769230769231,0.5307692307692308,0.9658068783068783,0.8938547486033519,0.8888888888888888,0.9111111111111111,0.9057736902094878,0.662613981762918,0.6606060606060606,0.6121212121212121,0.9500765029393236,0.8406593406593407,0.8073878627968337,0.783641160949868,0.8658536585365854,0.37735849056603776,0.36585365853658536,0.34146341463414637,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30004_0-2-3-4-5-10.npz,aed0bb0a57bfc5d3667d4ce7a8f9a7c3337bb1b0c789ea3639602409c4bf41cb,6.3924941000004765
0;2;3;5,I;III;aVR;aVF,3,30004,0.9145785821133428,0.6782608695652174,0.7877094972067039,0.6872511970921966,0.6954864590400983,binary;multiclass,0.9320862760068716,0.6511627906976745,0.7538461538461538,0.5923076923076923,0.9660493827160495,0.8839779005524862,0.8888888888888888,0.9,0.9006799512636089,0.6766467065868264,0.6848484848484848,0.6484848484848484,0.9528902952587126,0.852054794520548,0.820580474934037,0.8047493403693932,0.8700662592106014,0.3724137931034483,0.32926829268292684,0.4024390243902439,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30004_0-2-3-5.npz,f1bce99f86a73deea6f809b93767d3b74814cb5b4040c51844ec95f56d587aae,6.398539599998912
0;3,I;aVR,3,30004,0.9124009907060006,0.6840579710144927,0.791023842917251,0.6965374675365473,0.7049854903017911,binary;multiclass,0.9320194693643825,0.6534653465346535,0.7615384615384615,0.5769230769230769,0.9658583186360964,0.8833333333333333,0.8833333333333333,0.9,0.89978383052313,0.6808510638297872,0.6787878787878788,0.6303030303030303,0.9515497174365122,0.8571428571428571,0.8232189973614775,0.8100263852242744,0.8741074998571999,0.40789473684210525,0.3780487804878049,0.4024390243902439,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30004_0-3.npz,0fdfbbc0b25bc263e00e465e6e359749716bcdad3ee2290dbf2bd2043fe24fa3,6.397140200002468
1,II,2,30004,0.91172417175507,0.6434782608695652,0.7851239669421488,0.6813979762410446,0.6917850636539098,binary;multiclass,0.9336037411719793,0.6824324324324325,0.7769230769230769,0.6692307692307692,0.9671884185773074,0.8944444444444445,0.8944444444444445,0.9055555555555556,0.8902330699996069,0.6588921282798834,0.6848484848484848,0.5757575757575758,0.9443068075773438,0.8468965517241379,0.8100263852242744,0.7810026385224275,0.8480322156851545,0.32432432432432434,0.2926829268292683,0.32926829268292684,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30004_1.npz,d495624409225b25c54c6c423f015da0af405b3691d5e19145645776ca51dbbf,6.407673399997293
1;3;4;5;7,II;aVR;aVL;aVF;V2,4,30004,0.9143922116775791,0.7072463768115942,0.7894002789400278,0.6942155235170587,0.7025310279026734,binary;multiclass,0.9335846535598397,0.6426229508196721,0.7538461538461538,0.5923076923076923,0.9680555555555556,0.8994413407821229,0.8944444444444445,0.9,0.9032110993200486,0.6786786786786787,0.6848484848484848,0.6060606060606061,0.956149367844133,0.8610729023383769,0.8258575197889182,0.8021108179419525,0.8650396984063516,0.38926174496644295,0.35365853658536583,0.3780487804878049,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30004_1-3-4-5-7.npz,750dcf3badaa4e7d421474debbf7114e5f34f29699fa95a88685e07643eb2e9c,6.39753020000353
1;3;6;7,II;aVR;V1;V2,5,30004,0.915706613698227,0.6956521739130435,0.7960339943342776,0.6982801552176818,0.7054958906564543,binary;multiclass,0.9335083031112807,0.6470588235294118,0.7615384615384615,0.5923076923076923,0.967908583186361,0.8994413407821229,0.8944444444444445,0.9,0.9034626419840428,0.6787878787878788,0.6787878787878788,0.6181818181818182,0.9581957622582342,0.8688524590163934,0.8390501319261213,0.8284960422163589,0.8664248586279774,0.3972602739726027,0.35365853658536583,0.3780487804878049,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30004_1-3-6-7.npz,2e7ad97c6928ced24eaf9288e998597737f51122556be89f79b23e865a62e95d,6.389874600004987
6;7,V1;V2,5,30004,0.8937982785257117,0.6550724637681159,0.7636887608069164,0.689733226283458,0.6934040379538803,binary;multiclass,0.9153082649360565,0.6133333333333333,0.7076923076923077,0.5307692307692308,0.961875367430923,0.898876404494382,0.8888888888888888,0.9055555555555556,0.8702590103368313,0.617737003058104,0.6121212121212121,0.5393939393939394,0.9626438278944401,0.8891891891891892,0.8680738786279684,0.8390501319261213,0.8698948991831839,0.42953020134228187,0.3902439024390244,0.45121951219512196,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30004_6-7.npz,9a29a005907fb2c7eeb64f5cd05cd57bb77e1e466e56b5dad677b7c0268640d8,6.420150800004194
0;1;2;3;4;5;6;7;8;9;10;11,I;II;III;aVR;aVL;aVF;V1;V2;V3;V4;V5;V6,9,30005,0.9141175605090855,0.6840579710144927,0.791023842917251,0.6882926127660637,0.6936693847942963,binary;multiclass,0.9306451612903227,0.62,0.7153846153846154,0.5384615384615384,0.966468253968254,0.9044943820224719,0.8944444444444445,0.9055555555555556,0.9060723971229809,0.6788990825688074,0.6727272727272727,0.6060606060606061,0.9570967726654761,0.8672086720867209,0.8443271767810027,0.8258575197889182,0.8634688981550237,0.3708609271523179,0.34146341463414637,0.34146341463414637,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30005_0-1-2-3-4-5-6-7-8-9-10-11.npz,f682197d88fcdd2c772a6ad4d36197fe074d8aa818ad64bb8d0616ab7037a492,6.391125000001921
0;2;3;4;5;10,I;III;aVR;aVL;aVF;V5,4,30005,0.9158733661933838,0.7014492753623188,0.7876230661040787,0.6880456433964127,0.6960413513023076,binary;multiclass,0.9292040465737736,0.6237288135593221,0.7076923076923077,0.5461538461538461,0.9648515579071135,0.8864265927977839,0.8888888888888888,0.9111111111111111,0.9068270251149627,0.6707692307692308,0.6606060606060606,0.593939393939394,0.9511139112186942,0.8543956043956044,0.820580474934037,0.7968337730870713,0.8709516193522591,0.4049079754601227,0.4024390243902439,0.34146341463414637,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30005_0-2-3-4-5-10.npz,2304debd7e8cc718760caa241260eae3f5b40a9dd56d649d73e164345625d625,6.394751300002099
0;2;3;5,I;III;aVR;aVF,3,30005,0.914171509845754,0.6898550724637681,0.7928176795580111,0.6929196047692127,0.6998814552531007,binary;multiclass,0.9308455812177896,0.6488294314381271,0.7461538461538462,0.5692307692307692,0.9652336860670194,0.8791208791208791,0.8888888888888888,0.9055555555555556,0.9006406477223597,0.6786786786786787,0.6848484848484848,0.6363636363636364,0.9515449804124052,0.855191256830601,0.8258575197889182,0.8047493403693932,0.8728651396584224,0.4027777777777778,0.35365853658536583,0.4024390243902439,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30005_0-2-3-5.npz,8a0a65a798d990b8888c9747bc18815ac22ee441ad89e63c1c2c08b7d3dc6545,6.405819999999949
0;3,I;aVR,3,30005,0.9127884450329826,0.6898550724637681,0.790436005625879,0.6984236656138841,0.7058296949705662,binary;multiclass,0.9309123878602787,0.6402640264026402,0.7461538461538462,0.5461538461538461,0.9653292181069959,0.8888888888888888,0.8888888888888888,0.9055555555555556,0.9003104979758676,0.6788990825688074,0.6727272727272727,0.6303030303030303,0.9502186136625249,0.863013698630137,0.8311345646437994,0.820580474934037,0.8739361398297824,0.42105263157894735,0.3902439024390244,0.3780487804878049,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30005_0-3.npz,88277a607710a1ac24246717fcbdf7bdf1adaa1116fd780d70cf299df98e3d00,6.3909786000003805
1,II,2,30005,0.9109541675862577,0.6521739130434783,0.7791495198902606,0.6942246465497919,0.7040953216292685,binary;multiclass,0.9316377171215882,0.6666666666666666,0.7692307692307693,0.6692307692307692,0.9655570252792475,0.8950276243093923,0.9,0.9055555555555556,0.8899029202531149,0.6626865671641791,0.6727272727272727,0.6,0.943520461575629,0.8520055325034578,0.8126649076517151,0.7968337730870713,0.8549580167932826,0.39473684210526316,0.36585365853658536,0.3902439024390244,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30005_1.npz,0b698a354111e3193942959d2d6cbb4deac08397a0a2e1f1241c366ae516da56,6.404772900001262
1;3;4;5;7,II;aVR;aVL;aVF;V2,4,30005,0.9140832291130239,0.6811594202898551,0.7883817427385892,0.6967463354600181,0.7057627970987903,binary;multiclass,0.9331838137049056,0.6579804560260586,0.7769230769230769,0.6076923076923076,0.9669459141681364,0.8969359331476323,0.8944444444444445,0.9,0.9027080139920607,0.6786786786786787,0.6848484848484848,0.6,0.9561493678441328,0.8665749656121046,0.8311345646437994,0.8179419525065963,0.8647255383560861,0.3835616438356164,0.34146341463414637,0.3780487804878049,59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/stability/59f35a0254ab1e0fe9f5dc2926f7dd5c781b4a1da02f35cc138699bf537d745a/seed30005_1-3-4-5-7.npz,9ec9e5d48630da9c510dee3cd0b12dd6a53bea83a8c5c5ca68fce992b5f271b4,6.397845400002552
