model,n_leads,lead_indices,lead_names,n_samples,binary_auroc,sens_at_95sp,f1_at_05,macro_f1,macro_sensitivity,measurable,auroc_nsr,f1_nsr,sensitivity_nsr,sens95_nsr,auroc_af,f1_af,sensitivity_af,sens95_af,auroc_ischemia,f1_ischemia,sensitivity_ischemia,sens95_ischemia,auroc_conduction,f1_conduction,sensitivity_conduction,sens95_conduction,auroc_ectopy,f1_ectopy,sensitivity_ectopy,sens95_ectopy,runtime_sec,seed,checkpoint_sha256,data_fingerprint,run_fingerprint,prediction_sha256,prediction_path,stage1_run_id,origin,measurement_contacts,contact_names,contacts_with_extra_drl,worst_disease_sens95,mean_disease_sens95,complete_available_leads,pareto
P1_a07,2,0;7,I;V2,936,0.9051570661369822,0.6376811594202898,0.7828571428571428,0.6854997345265706,0.6949107639184221,binary;multiclass,0.9270089711777056,0.6225165562913907,0.7230769230769231,0.5769230769230769,0.9637125220458554,0.8969359331476323,0.8944444444444445,0.9166666666666666,0.8859568447117085,0.6394984326018809,0.6181818181818182,0.6060606060606061,0.9605121670464181,0.8756906077348067,0.8364116094986808,0.8337730870712401,0.8660250185640029,0.39285714285714285,0.4024390243902439,0.4024390243902439,6.762012399998639,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,18419ed3a99fb9192c09b3411ebef13fd112542037ba19425cbf9dec7d6b364b,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_0-7.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,4,LA;LL;RA;V2,5,0.4024390243902439,0.6897348460471892,0,1
P1_a07,2,0;10,I;V5,936,0.9131072365678414,0.6579710144927536,0.7966573816155988,0.675942673998257,0.6866494385408086,binary;multiclass,0.9227619774766177,0.6168831168831169,0.7307692307692307,0.49230769230769234,0.9638815402704292,0.8839779005524862,0.8888888888888888,0.9166666666666666,0.9060016507487325,0.6807228915662651,0.6848484848484848,0.6242424242424243,0.9453584269290346,0.8451882845188284,0.7994722955145118,0.7889182058047494,0.8443622550979608,0.35294117647058826,0.32926829268292684,0.3170731707317073,6.763534799998524,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,c4c8a318d914bbb8f75c695291352b76cbff323fcb38de8a046f9fdb6c38710b,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_0-10.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,4,LA;LL;RA;V5,5,0.3170731707317073,0.6617251168613869,0,1
P1_a07,1,1,II,936,0.9112337232399028,0.6550724637681159,0.7867036011080333,0.6892795238273285,0.6995193410889402,binary;multiclass,0.931160526818095,0.6600660066006601,0.7692307692307693,0.6384615384615384,0.9657995296884185,0.8919667590027701,0.8944444444444445,0.9055555555555556,0.8897142632551194,0.6504559270516718,0.6484848484848484,0.5878787878787879,0.943818894094352,0.8464730290456431,0.8073878627968337,0.7941952506596306,0.8526732164277147,0.3974358974358974,0.3780487804878049,0.34146341463414637,6.779939199999717,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,a3283c83ebeea113ea1dc0eb94e4078e6f049c1638919bdcb8a8f18de798d57d,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_1.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,2,LL;RA,3,0.34146341463414637,0.65727325218203,1,1
P1_a07,2,1;3,II;aVR,936,0.9133622697957282,0.6666666666666666,0.7845303867403315,0.6872211262576864,0.6944347818129915,binary;multiclass,0.9312082458484443,0.6445182724252492,0.7461538461538462,0.6,0.9648295120517343,0.8833333333333333,0.8833333333333333,0.9,0.9007506976378572,0.676829268292683,0.6727272727272727,0.6606060606060606,0.9515355063641917,0.8555858310626703,0.8284960422163589,0.8047493403693932,0.8720226195236191,0.37583892617449666,0.34146341463414637,0.32926829268292684,6.768007300001045,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,926c4cfc258a5e9683a6529db2b44cd7b4f2e45b793abd6f626fe3e62fc2040e,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_1-3.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,3,LA;LL;RA,4,0.32926829268292684,0.6736559234145951,0,1
P1_a07,2,1;6,II;V1,936,0.9103558203977538,0.6463768115942029,0.7806896551724138,0.6904765641260562,0.7001439734086622,binary;multiclass,0.9316758923458675,0.6600660066006601,0.7692307692307693,0.6307692307692307,0.96603468547913,0.8975069252077562,0.9,0.9,0.8971897968006917,0.6646706586826348,0.6727272727272727,0.6,0.9611090320838643,0.8787878787878788,0.841688654353562,0.8496042216358839,0.866667618666819,0.35135135135135137,0.3170731707317073,0.3902439024390244,6.7641940000012255,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,aaa6f1d248d14836587c09cd14ba81f53da6b6a6acb1b776ed4cb11556fa7605,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_1-6.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,4,LA;LL;RA;V1,5,0.3902439024390244,0.6849620310187271,0,1
P1_a07,6,1;6;7;9;10;11,II;V1;V2;V4;V5;V6,936,0.9170700605703914,0.6840579710144927,0.7944055944055944,0.6822972325143477,0.6912644726332866,binary;multiclass,0.9310364573391869,0.6360655737704918,0.7461538461538462,0.5461538461538461,0.9645135214579659,0.9019607843137255,0.8944444444444445,0.9055555555555556,0.911032504028613,0.6909090909090909,0.6909090909090909,0.6242424242424243,0.9581626030894871,0.877914951989026,0.8443271767810027,0.8496042216358839,0.8623978979836637,0.304635761589404,0.2804878048780488,0.3048780487804878,6.381881799999974,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,229a12fb922a00db8c3f101c45cd0700d07bd95042c66c383e837bff7c0df0e3,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/predictions/1-6-7-9-10-11.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,new_inference,8,LA;LL;RA;V1;V2;V4;V5;V6,9,0.3048780487804878,0.6710700625535879,0,1
P1_a07,4,2;4;6;7,III;aVL;V1;V2,936,0.9081929424458668,0.6782608695652174,0.7688022284122563,0.6805820751178133,0.6884567156463675,binary;multiclass,0.9244130559267036,0.6033898305084746,0.6846153846153846,0.4846153846153846,0.9660640799529688,0.8950276243093923,0.9,0.9111111111111111,0.8930629249695399,0.6407185628742516,0.6484848484848484,0.5818181818181818,0.9614169386508008,0.8713692946058091,0.8311345646437994,0.8548812664907651,0.8657822585251613,0.3924050632911392,0.3780487804878049,0.36585365853658536,6.728557099999307,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,a234cabc730a01a73aa01166c8fe453d5f00269e113c49d6f5245dd77145d544,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_2-4-6-7.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,5,LA;LL;RA;V1;V2,6,0.36585365853658536,0.6784160544891609,0,1
P1_a07,4,2;5;6;7,III;aVF;V1;V2,936,0.9119546825571987,0.6550724637681159,0.7876230661040787,0.6959004660864381,0.7040873471081335,binary;multiclass,0.9279060889482725,0.6381578947368421,0.7461538461538462,0.5076923076923077,0.9665123456790123,0.9,0.9,0.9055555555555556,0.8967731792634516,0.6585365853658537,0.6545454545454545,0.6,0.9609432362401293,0.8775790921595599,0.841688654353562,0.8443271767810027,0.8671959787513566,0.40522875816993464,0.3780487804878049,0.35365853658536583,6.580301699999836,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,188982a2c27669124c00e1588cbb48a562e924b0f69bb3bd746515ba2ffb86de,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_2-5-6-7.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,5,LA;LL;RA;V1;V2,6,0.35365853658536583,0.675885317230481,0,1
P1_a07,2,2;6,III;V1,936,0.880100051497094,0.5971014492753624,0.7394468704512372,0.6565120820284122,0.6668825817767191,binary;multiclass,0.8973754533307883,0.563953488372093,0.7461538461538462,0.34615384615384615,0.9603542034097589,0.8925619834710744,0.9,0.9111111111111111,0.8383288134260897,0.5296167247386759,0.46060606060606063,0.4,0.9622861825743831,0.8858321870701513,0.8496042216358839,0.862796833773087,0.8739504198320672,0.4105960264900662,0.3780487804878049,0.4146341463414634,6.777776799999629,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,77d8ecf8f88c8167b00a4a427f0db3c8fe734ba64a91825d4ed8e0c400678b4a,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_2-6.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,4,LA;LL;RA;V1,5,0.4,0.6471355228064154,0,1
P1_a07,3,2;6;7,III;V1;V2,936,0.9028568626008485,0.6608695652173913,0.7637906647807637,0.6978860160168572,0.7049519316087307,binary;multiclass,0.9180282496659667,0.6241610738255033,0.7153846153846154,0.45384615384615384,0.9653953556731335,0.9,0.9,0.9111111111111111,0.8840545533152536,0.636085626911315,0.6303030303030303,0.5515151515151515,0.9631364784015386,0.8861454046639232,0.8522427440633246,0.8680738786279684,0.8648968983835037,0.4430379746835443,0.4268292682926829,0.4146341463414634,6.7456951000003755,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,031080a77b3263043d424fa712ed16a46db460bbb9e4016474977475d232f895,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_2-6-7.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,5,LA;LL;RA;V1;V2,6,0.4146341463414634,0.6863335718989236,0,1
P1_a07,1,3,aVR,936,0.9125186983496407,0.6608695652173913,0.7932489451476793,0.6973619718754063,0.7061249552658266,binary;multiclass,0.9326970795953426,0.6516129032258065,0.7769230769230769,0.5692307692307692,0.9665123456790123,0.88268156424581,0.8777777777777778,0.9111111111111111,0.8970797468851943,0.6792452830188679,0.6545454545454545,0.6181818181818182,0.9511802295561882,0.863013698630137,0.8311345646437994,0.8153034300791556,0.8628691380590621,0.41025641025641024,0.3902439024390244,0.4024390243902439,6.768877500000599,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,eb2c9eb42ad09c856cf195a3c4613264f8a70cfc50f9dc055d9422f3e84251ff,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,3,LA;LL;RA,4,0.4024390243902439,0.6867588459405821,0,1
P1_a07,2,3;6,aVR;V1,936,0.9172171951249417,0.6811594202898551,0.7949438202247191,0.6955775378993139,0.7033176643093626,binary;multiclass,0.9331647260927659,0.6402640264026402,0.7461538461538462,0.5692307692307692,0.9675411522633746,0.8821917808219178,0.8944444444444445,0.9055555555555556,0.9057422473764886,0.6851851851851852,0.6727272727272727,0.6363636363636364,0.9610142916017299,0.8809849521203831,0.8496042216358839,0.8390501319261213,0.8678242988518878,0.38926174496644295,0.35365853658536583,0.4024390243902439,6.819383000000016,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,b646c6cf43763c29b39f27e204b5b3c17d7cb2291d0080c13f4ab392d9dd4908,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-6.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,4,LA;LL;RA;V1,5,0.4024390243902439,0.6958520870588892,0,1
P1_a07,4,3;6;7;9,aVR;V1;V2;V4,936,0.9195762524828955,0.7101449275362319,0.7938288920056101,0.6918506891331717,0.7008210721570654,binary;multiclass,0.9296621492651269,0.6319218241042345,0.7461538461538462,0.5538461538461539,0.9652116402116403,0.8969359331476323,0.8944444444444445,0.9111111111111111,0.9121801674330856,0.6930091185410334,0.6909090909090909,0.6545454545454545,0.958532090969811,0.8689655172413793,0.8311345646437994,0.8311345646437994,0.853858456617353,0.3684210526315789,0.34146341463414637,0.3048780487804878,6.565317500000674,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,c1a24d3178e9e317b10f7e58af1d81e53f12e56768910c91ad7e054ce7941bc6,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-6-7-9.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,6,LA;LL;RA;V1;V2;V4,7,0.3048780487804878,0.6754172947702132,0,1
P1_a07,4,3;6;7;10,aVR;V1;V2;V5,936,0.9199882292356361,0.7014492753623188,0.800561797752809,0.6927043114498229,0.7019866753292326,binary;multiclass,0.9301584271807598,0.6387096774193548,0.7615384615384615,0.5538461538461539,0.9664609053497942,0.9019607843137255,0.8944444444444445,0.9166666666666666,0.9126596706363245,0.6993865030674846,0.6909090909090909,0.6303030303030303,0.9593563331643794,0.8705234159779615,0.8337730870712401,0.841688654353562,0.8521734163477466,0.35294117647058826,0.32926829268292684,0.3048780487804878,6.56943880000108,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,e44593425ef51529c7ce54a6978e03dd1d1213b937584d8b57a85ee8e8cb103e,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-6-7-10.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,6,LA;LL;RA;V1;V2;V5,7,0.3048780487804878,0.6733841000259366,0,1
P1_a07,5,3;6;7;10;11,aVR;V1;V2;V5;V6,936,0.9190318546310601,0.6811594202898551,0.8027972027972028,0.6818945922954605,0.6919190194079182,binary;multiclass,0.9318858560794044,0.6242038216560509,0.7538461538461538,0.5692307692307692,0.9662845385067608,0.9019607843137255,0.8944444444444445,0.9111111111111111,0.9115120072318516,0.6848484848484848,0.6848484848484848,0.6363636363636364,0.9599674092741458,0.8741355463347165,0.8337730870712401,0.8443271767810027,0.8555006568801051,0.32432432432432434,0.2926829268292683,0.35365853658536583,6.412093099999765,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,7c99f6c3e3a38c0298c7ea3baab8a1c8d0f3a3689d2dda0c201a67515ed32887,outputs/electrode_coverage_v1/9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7/predictions/3-6-7-10-11.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,new_inference,7,LA;LL;RA;V1;V2;V5;V6,8,0.35365853658536583,0.686365115210279,0,1
P1_a07,4,3;6;7;11,aVR;V1;V2;V6,936,0.920047083057456,0.6956521739130435,0.8045325779036827,0.6917684352311783,0.7004777777227741,binary;multiclass,0.933021569001718,0.6261980830670927,0.7538461538461538,0.5692307692307692,0.9680922986478542,0.9044943820224719,0.8944444444444445,0.9111111111111111,0.9098062335416421,0.6748466257668712,0.6666666666666666,0.6363636363636364,0.9601711013107346,0.8717241379310345,0.8337730870712401,0.8390501319261213,0.8597560975609756,0.3815789473684211,0.35365853658536583,0.35365853658536583,6.570695499998692,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,a7e86a26bad589d3c04d1fd60243571636363e17c727f79bc45199850233871c,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-6-7-11.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,6,LA;LL;RA;V1;V2;V6,7,0.35365853658536583,0.6850458539965586,0,1
P1_a07,3,3;6;10,aVR;V1;V5,936,0.9202530714338262,0.7043478260869566,0.7937411095305832,0.688189930485937,0.6957306089952978,binary;multiclass,0.9313132277152127,0.627831715210356,0.7461538461538462,0.5384615384615384,0.9665270429159318,0.9014084507042254,0.8888888888888888,0.9166666666666666,0.9140824588295405,0.691131498470948,0.6848484848484848,0.6424242424242425,0.9588636826572811,0.8715846994535519,0.841688654353562,0.8258575197889182,0.8534586165533786,0.348993288590604,0.3170731707317073,0.35365853658536583,6.784365699999398,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,594ae390ec2e39a9c15519a98dd8b3e338837540874929e2bf13cc2a9e9ec4e8,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-6-10.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,5,LA;LL;RA;V1;V5,6,0.35365853658536583,0.6846517413662982,0,1
P1_a07,3,3;6;11,aVR;V1;V6,936,0.918659113759533,0.6869565217391305,0.8016997167138811,0.7037429913400561,0.7125336515741304,binary;multiclass,0.9344054208818476,0.662379421221865,0.7923076923076923,0.5538461538461539,0.968643445032334,0.8994413407821229,0.8944444444444445,0.9111111111111111,0.9108359863223677,0.6975308641975309,0.6848484848484848,0.6424242424242425,0.9609479732642358,0.8809849521203831,0.8496042216358839,0.8364116094986808,0.8634260581481693,0.3783783783783784,0.34146341463414637,0.35365853658536583,6.7857224000017595,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,4d3c6cb66e433d5831e61f510b9108d0ab7f4631db02b0843d056d1588b08abb,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-6-11.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,5,LA;LL;RA;V1;V6,6,0.35365853658536583,0.68590137490485,0,1
P1_a07,2,3;7,aVR;V2,936,0.9169817798376616,0.6927536231884058,0.7988587731811697,0.6950927985922737,0.7038866389918581,binary;multiclass,0.9330692880320671,0.6387096774193548,0.7615384615384615,0.6153846153846154,0.9673794826572605,0.8938547486033519,0.8888888888888888,0.9111111111111111,0.9049404551350075,0.677115987460815,0.6545454545454545,0.6181818181818182,0.9581104958243132,0.8708791208791209,0.8364116094986808,0.820580474934037,0.8661249785799965,0.39490445859872614,0.3780487804878049,0.3902439024390244,6.801713799999561,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,9c88ec2800154724ce8fce24941814b1fc5637d052c31375aea2a0437070c5a3,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-7.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,4,LA;LL;RA;V2,5,0.3902439024390244,0.6850293266664976,0,1
P1_a07,3,3;7;10,aVR;V2;V5,936,0.9200568920277594,0.6898550724637681,0.7910863509749304,0.6938355875606167,0.7023056976773432,binary;multiclass,0.9309410192784883,0.6298701298701299,0.7461538461538462,0.5846153846153846,0.9662330981775427,0.8938547486033519,0.8888888888888888,0.9166666666666666,0.9134064379200566,0.6990881458966566,0.696969696969697,0.6303030303030303,0.9565567519173106,0.8622589531680441,0.8258575197889182,0.8337730870712401,0.8511880961900954,0.3841059602649007,0.35365853658536583,0.3902439024390244,6.804291700000249,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,44ddbb4532b80cee3887dc71c945d79829eb4fd88e0790da54317df9588be446,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-7-10.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,5,LA;LL;RA;V2;V5,6,0.3902439024390244,0.6927466716199903,0,1
P1_a07,2,3;8,aVR;V3,936,0.9139655214693838,0.6666666666666666,0.7888888888888889,0.6878374912353397,0.6960049794254054,binary;multiclass,0.9321721702615003,0.6295081967213115,0.7384615384615385,0.6153846153846154,0.9649911816578484,0.8857938718662952,0.8833333333333333,0.9111111111111111,0.9091302126321581,0.7015384615384616,0.6909090909090909,0.6242424242424243,0.9521134233052112,0.8587105624142661,0.8258575197889182,0.8153034300791556,0.8586850973896156,0.36363636363636365,0.34146341463414637,0.32926829268292684,6.766613899999356,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,431c645f8a884e03edfb63f04ba5bfcfccc8bd3cfc4d20b178fc38a57300fa39,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_3-8.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,4,LA;LL;RA;V3,5,0.32926829268292684,0.6699813145289044,0,1
P1_a07,2,4;6,aVL;V1,936,0.8792760979916134,0.591304347826087,0.7409638554216867,0.6714155566161202,0.6820296506376692,binary;multiclass,0.90685245275816,0.5914634146341463,0.7461538461538462,0.45384615384615384,0.9575470311581423,0.8975069252077562,0.9,0.9166666666666666,0.8419290178045042,0.5435540069686411,0.4727272727272727,0.4484848484848485,0.9626722500390804,0.8801089918256131,0.8522427440633246,0.8496042216358839,0.8732078597132575,0.4444444444444444,0.43902439024390244,0.4146341463414634,6.759827199999563,42,287148bfd01ac67b5192268c6c69cc4cc230c004bdfdf332285f38a3b43b08dd,c175815089a491399700d9c586c067665dd8b48251196512f77a0b7e2732d91c,34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1,93727f407514f51dc340d5a50dc2e05e14e91d0e2942205994d67d9bc6ab0ac1,outputs/exhaustive_lead_subsets/34060e20ca6ca6de13d114a5b1b14cf4e1fd9ffccc3f7ec4453bb00d8b5646f1/P1_a07_4-6.npz,9dd890a3b933b877aaad4b8cfef1d5c589c46d48e39edb8f936cc75617d345c7,prior_exhaustive,4,LA;LL;RA;V1,5,0.4146341463414634,0.6573474707822157,0,1
