stage,seed,lead_names,lead_indices,prediction_sha256,n,correct,incorrect,accuracy
seed42,42,I;III;aVL;V2;V4;V5,0;2;4;7;9;10,bdb7f6254f16ed078960e62705802e6e8ebffb87987993faa028111b14c98a63,936,706,230,0.7542735042735043
seed42,42,I;III;aVL;V2;V4;V6,0;2;4;7;9;11,0ef52da7027fe6b225f7cc40a63c55b28fa094b2a1bbdbc208f341e2c4337352,936,706,230,0.7542735042735043
seed42,42,I;III;aVL;V2;V5;V6,0;2;4;7;10;11,992225b5f019aa5c0c49c13294fba36b37668b422cf9ae6992710a0a7b788c64,936,708,228,0.7564102564102564
seed42,42,I;III;aVL;V3;V4;V5,0;2;4;8;9;10,5ceafc9b0bdfccfbe3169fb5173999f2c1b76b2339c4402de588eaf558442d3d,936,711,225,0.7596153846153846
seed42,42,I;III;aVL;V3;V4;V6,0;2;4;8;9;11,2737733614c49585da161a4e2392cd50715e37633a6b782346d6dc3b29ed66c8,936,704,232,0.7521367521367521
seed42,42,I;III;aVL;V3;V5;V6,0;2;4;8;10;11,fc1560f385f86b5d845c9dadbce5eb36787f458dc44d370c57c105e54ce0822a,936,704,232,0.7521367521367521
seed42,42,I;III;aVL;V4;V5;V6,0;2;4;9;10;11,c235a00d5250cd2860330c06a09bd4225519392ae02b75f782818277ed8ee445,936,706,230,0.7542735042735043
seed42,42,I;III;aVF;V1;V2;V3,0;2;5;6;7;8,8a3dbb09db4e00b10f8509d7ba7078ae879cc734019d2b9143c62db1c9683545,936,713,223,0.7617521367521367
seed42,42,I;III;aVF;V1;V2;V4,0;2;5;6;7;9,d9b96d2fc37827de585b5390b5d9a2cbf9ef603a2df1be858c927f8f3ed76633,936,711,225,0.7596153846153846
seed42,42,I;III;aVF;V1;V2;V5,0;2;5;6;7;10,ce3a3c73c54d54a34accdfd2ef7e17edd3c4a9764a1436b51ed44b538222fad7,936,714,222,0.7628205128205128
seed42,42,I;III;aVF;V1;V2;V6,0;2;5;6;7;11,92164b724fc45e4375510a6e19efd07fda612e759b8290e29a92b46176f5bba3,936,715,221,0.7638888888888888
seed42,42,I;III;aVF;V1;V3;V4,0;2;5;6;8;9,7790eab0e4ab2cff97939b2fd4d8b50ee341def72d80f0cdf9f55c6ab7fac9f3,936,716,220,0.7649572649572649
seed42,42,I;III;aVF;V1;V3;V5,0;2;5;6;8;10,7a4f5eb500dc1b0e6c428d631b97a70057ca80d7901091c124e8af52dd8aea1f,936,708,228,0.7564102564102564
seed42,42,I;III;aVF;V1;V3;V6,0;2;5;6;8;11,d4aa1364aaae753e1e50187093bdab3648c38720b2aa2a2c780a1e4361b017ca,936,709,227,0.7574786324786325
seed42,42,I;III;aVF;V1;V4;V5,0;2;5;6;9;10,7fd7fe7f258516a1accd661f518cf01cf695f94d94d1dd4fb0b08f611f4b38c0,936,706,230,0.7542735042735043
seed42,42,I;III;aVF;V1;V4;V6,0;2;5;6;9;11,41b9ea0008d6c71024cb512c7acb876a1d23ba423727fc044cbc7712e67d5262,936,708,228,0.7564102564102564
seed42,42,I;III;aVF;V1;V5;V6,0;2;5;6;10;11,212396ea38d83c19e2831110c9208db9f750bd231481cb5e83a4142b757b0cf3,936,707,229,0.7553418803418803
seed42,42,I;III;aVF;V2;V3;V4,0;2;5;7;8;9,e3382a4b99a72af64205e9fb9742b8d54fae4ff6103da4d0390d002350abe6f8,936,706,230,0.7542735042735043
seed42,42,I;III;aVF;V2;V3;V5,0;2;5;7;8;10,18ecc2bf564872c3cc02634159aa68c4ee72f9db2503fa25586ab443ee90f708,936,710,226,0.7585470085470085
seed42,42,I;III;aVF;V2;V3;V6,0;2;5;7;8;11,0bc82530af4b84c528a5fde1e851f5071c03414841bf69c706c70355393eefd6,936,707,229,0.7553418803418803
seed42,42,I;III;aVF;V2;V4;V5,0;2;5;7;9;10,97f45fb1aa2ae13776630de308bd2fee68b10abd00c3db8b261afb6eda5e9ac0,936,708,228,0.7564102564102564
seed42,42,I;III;aVF;V2;V4;V6,0;2;5;7;9;11,5f2697ce15a5019430eed518296e299e82a10002d40593a4923cbfc1511465ac,936,706,230,0.7542735042735043
seed42,42,I;III;aVF;V2;V5;V6,0;2;5;7;10;11,93d7669d735105966a9eb4a6911956eb04494df2d50b2919a2cce82517d47a4e,936,707,229,0.7553418803418803
seed42,42,I;III;aVF;V3;V4;V5,0;2;5;8;9;10,9c0cd3dbc5a1200049d98feaff43285c66557a757b31e1acf47d984fdddc918f,936,705,231,0.7532051282051282
seed42,42,I;III;aVF;V3;V4;V6,0;2;5;8;9;11,249bced6ec7a58a1803542e6d34bf166c8f4242137468f1cb0d5752f2dec007f,936,703,233,0.7510683760683761
seed42,42,I;III;aVF;V3;V5;V6,0;2;5;8;10;11,c65feb0c405ab23ebebfb935b64945c9619e1df3ac5ec94ee2e1a3abd11d3457,936,705,231,0.7532051282051282
seed42,42,I;III;aVF;V4;V5;V6,0;2;5;9;10;11,a67026266c472f3621b0f44ef7a78f4f60ce125e34d05ca6ce42f50b0bcdf401,936,706,230,0.7542735042735043
seed42,42,I;aVR;aVL;V1;V2;V3,0;3;4;6;7;8,f2a455a29d4fb9c2eac8d8db7d319320550bc9469843e328a3b979cdb69aa756,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVL;V1;V2;V4,0;3;4;6;7;9,95d0dea513f4d8ab0c7f4f05978baaec67ccbca1a452f7446753dc5fc79a6ad7,936,715,221,0.7638888888888888
seed42,42,I;aVR;aVL;V1;V2;V5,0;3;4;6;7;10,e7eb5e4a3864ec24c210ed244fce6b3d33402b8f090d7e416d7db47601d8ec6e,936,713,223,0.7617521367521367
seed42,42,I;aVR;aVL;V1;V2;V6,0;3;4;6;7;11,0d0b88df2439fa82eeb6693a52a6e2472607f738f6fa579c478d644648a6abd0,936,713,223,0.7617521367521367
seed42,42,I;aVR;aVL;V1;V3;V4,0;3;4;6;8;9,48669789ae65ac51b0d047db6150ee0b84059516ad858d949b296fe24b337b47,936,716,220,0.7649572649572649
seed42,42,I;aVR;aVL;V1;V3;V5,0;3;4;6;8;10,7ba6fec77bdae53fedd93adcc198bc254d5cf2cb3066ae587f165dd2669f273d,936,713,223,0.7617521367521367
seed42,42,I;aVR;aVL;V1;V3;V6,0;3;4;6;8;11,3aefdbf297302b302435cce8fd2fbe1a617562366ae3a6d3e476e7705251291b,936,716,220,0.7649572649572649
seed42,42,I;aVR;aVL;V1;V4;V5,0;3;4;6;9;10,3469cae16791368faae15d5f798dc4eab228299d70342dd328541a63d13a1d1a,936,715,221,0.7638888888888888
seed42,42,I;aVR;aVL;V1;V4;V6,0;3;4;6;9;11,3b75683d5e8dca6b8e202c260e3d197096f28ab4d51bf5437d8b713670851966,936,711,225,0.7596153846153846
seed42,42,I;aVR;aVL;V1;V5;V6,0;3;4;6;10;11,4041893f3f2816dab37ed1f1216a600efdcce7bdba671487afd37add6b9dce91,936,714,222,0.7628205128205128
seed42,42,I;aVR;aVL;V2;V3;V4,0;3;4;7;8;9,aa797dccc023cda81ab771de65c42bd69c0efcbba9e4fa54828eb065dbf1a748,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVL;V2;V3;V5,0;3;4;7;8;10,41c96dbdd4d46a172eb46a26bf532ad302323bc1de7981ed353c3823e00bdc53,936,707,229,0.7553418803418803
seed42,42,I;aVR;aVL;V2;V3;V6,0;3;4;7;8;11,4403ad2152db25b8a2b85101479bccedeaa1e63f66dfbeb9206ab23e37c0e68a,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVL;V2;V4;V5,0;3;4;7;9;10,c986106ef3d8e8c351de0319a4ba0b9dd21890eb82bbf5fa27ae69a604849f9d,936,706,230,0.7542735042735043
seed42,42,I;aVR;aVL;V2;V4;V6,0;3;4;7;9;11,6a160d74504697ee101f17b2dbdd1b553062f1a114ca094a7eb8cda3fb7d0d82,936,709,227,0.7574786324786325
seed42,42,I;aVR;aVL;V2;V5;V6,0;3;4;7;10;11,baf577acc126313012f5f97ac19b55e6ac0fe8c3f19cc448abdda5598810700a,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVL;V3;V4;V5,0;3;4;8;9;10,3e8bb3899d76f0ecc8ac6ca789038c6186879e7df7b86d1372db9f0013c2c8a7,936,709,227,0.7574786324786325
seed42,42,I;aVR;aVL;V3;V4;V6,0;3;4;8;9;11,282e2a95cfa44cac8bc4dcf88308e07ae352b8bcfae4fac9f7c18b3186ce5bbe,936,705,231,0.7532051282051282
seed42,42,I;aVR;aVL;V3;V5;V6,0;3;4;8;10;11,a990d6a9d5576114648409d12fa0eff67e1760559e0ddc78d0a6d7f4dd1d4858,936,711,225,0.7596153846153846
seed42,42,I;aVR;aVL;V4;V5;V6,0;3;4;9;10;11,d9e3515aa6c3f088e92e171247dae62c69db99c132d1afd4657cc1e496029983,936,707,229,0.7553418803418803
seed42,42,I;aVR;aVF;V1;V2;V3,0;3;5;6;7;8,e47fbfb93ba4ccade3b18ca60aef091485adaf4e30acc3557c3e7d0bd968b108,936,711,225,0.7596153846153846
seed42,42,I;aVR;aVF;V1;V2;V4,0;3;5;6;7;9,412c445a4362bf33e04faca272f1cfa3ae47de01f583e4bcd7a6a3c1f1ba95df,936,712,224,0.7606837606837606
seed42,42,I;aVR;aVF;V1;V2;V5,0;3;5;6;7;10,9f30649ca318d9fab6cf43f265574d22b820b3c156658b1d12f21ffb9d09b74d,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVF;V1;V2;V6,0;3;5;6;7;11,9c06d2dbe5312baacd731b8216de0018e5f898e1ed7e26fa544bf08081e1449e,936,715,221,0.7638888888888888
seed42,42,I;aVR;aVF;V1;V3;V4,0;3;5;6;8;9,7c3e9f3052703807ea3030070eb865c65de5823576b6bf907d55d85f5f2721fb,936,718,218,0.7670940170940171
seed42,42,I;aVR;aVF;V1;V3;V5,0;3;5;6;8;10,4fc77b1848b965f04507944b68f449d76ba4214896250ea25d4b579289d1c759,936,716,220,0.7649572649572649
seed42,42,I;aVR;aVF;V1;V3;V6,0;3;5;6;8;11,1bb49c302f9641f7609a4b927a1ef307761f02fa927241c0d8b011aa75ea24f7,936,711,225,0.7596153846153846
seed42,42,I;aVR;aVF;V1;V4;V5,0;3;5;6;9;10,eccb8bfd0810fc0413354ebfcc1c76c50df126f1af434c78f1c016d654f29eb4,936,710,226,0.7585470085470085
seed42,42,I;aVR;aVF;V1;V4;V6,0;3;5;6;9;11,39179c3d5b1989312af8f8ecc8a67bc199ad1f4f3788361f664a2693ddda309e,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVF;V1;V5;V6,0;3;5;6;10;11,0f4e7bc801252bc81d2ceb408ac740a7d8cc832a9944fdceb998fcecc7884807,936,714,222,0.7628205128205128
seed42,42,I;aVR;aVF;V2;V3;V4,0;3;5;7;8;9,77c993fb43c4d8842f850d73e85a18110e444a0088b66479f49b9a6f6cf4cbe8,936,706,230,0.7542735042735043
seed42,42,I;aVR;aVF;V2;V3;V5,0;3;5;7;8;10,72d90ec2bb13695137d1ef3c5fe451aaebf75ab3452e86937aaa1870a9569319,936,707,229,0.7553418803418803
seed42,42,I;aVR;aVF;V2;V3;V6,0;3;5;7;8;11,cbd8ea9284998cd9262377e070963beafde29672e60c84f10b83aa2e9d05ae29,936,705,231,0.7532051282051282
seed42,42,I;aVR;aVF;V2;V4;V5,0;3;5;7;9;10,5c0afe45ca5cf890ae95bb5f7f1ca768acbd683c1bffa1f39cbe8a6342e40a43,936,706,230,0.7542735042735043
seed42,42,I;aVR;aVF;V2;V4;V6,0;3;5;7;9;11,3637031522f05a482f34a796b507c24acf72068a6b9f8c9cfbfed5f9daf9de11,936,707,229,0.7553418803418803
seed42,42,I;aVR;aVF;V2;V5;V6,0;3;5;7;10;11,959ece4fbccd7b1d201a149d7db61b79866bcc740b3341287d8ba954e7deb7c4,936,710,226,0.7585470085470085
seed42,42,I;aVR;aVF;V3;V4;V5,0;3;5;8;9;10,9446dd5bea1aafa463feb15fad8d2cc5b4207498413ae0065d62447649836d7f,936,705,231,0.7532051282051282
seed42,42,I;aVR;aVF;V3;V4;V6,0;3;5;8;9;11,0a31b8a140c03c3c5c6a4ee0fa0a2550b9bce4ec817c53a9c040a2baf16b35e9,936,707,229,0.7553418803418803
seed42,42,I;aVR;aVF;V3;V5;V6,0;3;5;8;10;11,492c74889c13964a91c11383b3e5d7a0c58c3a57a2b4b328251405d2b92027ff,936,705,231,0.7532051282051282
seed42,42,I;aVR;aVF;V4;V5;V6,0;3;5;9;10;11,7ba6aecd04c510c1afe68d68617da6fcc7819e91886ded1814caac4471066835,936,709,227,0.7574786324786325
seed42,42,I;aVL;aVF;V1;V2;V3,0;4;5;6;7;8,136c340c2cdeaebc964088e0edd2a58e317e1b9d15ff2b93f13f05d38bb58b00,936,713,223,0.7617521367521367
seed42,42,I;aVL;aVF;V1;V2;V4,0;4;5;6;7;9,488eda1e94ab65440a440b512b906fa19d626832d86a803ed2fcb063426663c3,936,715,221,0.7638888888888888
seed42,42,I;aVL;aVF;V1;V2;V5,0;4;5;6;7;10,4d6ab2ab613946ade7c975ec4484f0309e50b2e7eb649b81625282b5daec1ea2,936,717,219,0.7660256410256411
seed42,42,I;aVL;aVF;V1;V2;V6,0;4;5;6;7;11,34bf203d1c5740864cc23f6fb2b9ab4a1b4c7939ec483fcb5df414816b4a459f,936,717,219,0.7660256410256411
seed42,42,I;aVL;aVF;V1;V3;V4,0;4;5;6;8;9,3209f25befa7d8c106d9a0853fb5bb032dd708c6d1b43a5e061888e6bb8c3aa6,936,717,219,0.7660256410256411
seed42,42,I;aVL;aVF;V1;V3;V5,0;4;5;6;8;10,0b31c11b6871c8d09bcfe1eb8a37ed71ca68937b46be3d064d5a0b44d300af52,936,714,222,0.7628205128205128
seed42,42,I;aVL;aVF;V1;V3;V6,0;4;5;6;8;11,ae8ebfc80bbf245a774b52fef5c47da7a86cd3f476839e21ef59a3c394440163,936,716,220,0.7649572649572649
seed42,42,I;aVL;aVF;V1;V4;V5,0;4;5;6;9;10,896e0cacd3233b1fa7a0e5e454e15e1b8d408f59dd352878e9664e032bd18054,936,709,227,0.7574786324786325
seed42,42,I;aVL;aVF;V1;V4;V6,0;4;5;6;9;11,9cc3896ad5728cec2d198fc8368cf5a1bc7822b39a1eba3eca6dbb248e028106,936,712,224,0.7606837606837606
seed42,42,I;aVL;aVF;V1;V5;V6,0;4;5;6;10;11,ebfc449fb9e7a7a65833bd002687bec8275cc8f3527bae0d75c42afa275960bf,936,712,224,0.7606837606837606
seed42,42,I;aVL;aVF;V2;V3;V4,0;4;5;7;8;9,ace6b71987f8dbe4194cb47c11b85ddcd7c05f49517237df91813baede43d5f3,936,709,227,0.7574786324786325
seed42,42,I;aVL;aVF;V2;V3;V5,0;4;5;7;8;10,e68fd06affcd8364538c1d13a39b2ec9e8fc224d1757839a41f2e97833bac386,936,712,224,0.7606837606837606
seed42,42,I;aVL;aVF;V2;V3;V6,0;4;5;7;8;11,602caec8938a98a0c7aa278a4aec76025eea35ea4916217eb4560617eca7aca5,936,711,225,0.7596153846153846
seed42,42,I;aVL;aVF;V2;V4;V5,0;4;5;7;9;10,c0591d43fdcb3f6629bc24e71e5784fd56390832e8375b41e582eeded10f61f5,936,710,226,0.7585470085470085
seed42,42,I;aVL;aVF;V2;V4;V6,0;4;5;7;9;11,40c55bac92bf7e2dfc9d39c0cfd99d997311f7e778966ac4c3b2fc17d5c9b79b,936,709,227,0.7574786324786325
seed42,42,I;aVL;aVF;V2;V5;V6,0;4;5;7;10;11,723d03cd35245f8cdf972aef80f84e958b663cfa6d0dc12ab6d2e9f095a3e9c8,936,707,229,0.7553418803418803
seed42,42,I;aVL;aVF;V3;V4;V5,0;4;5;8;9;10,8210efba902ed2e85c008efa89fb23c673de27eca05856d8d8da51e1ff268e2b,936,709,227,0.7574786324786325
seed42,42,I;aVL;aVF;V3;V4;V6,0;4;5;8;9;11,27ade5884701846256191803a6933a6093dca9042843123e4627ad0ed45eea8b,936,707,229,0.7553418803418803
seed42,42,I;aVL;aVF;V3;V5;V6,0;4;5;8;10;11,ad1da6ab3d414cded362b3510167402b3f11b9ace8b20e58cb0e4e20d425c6a1,936,705,231,0.7532051282051282
seed42,42,I;aVL;aVF;V4;V5;V6,0;4;5;9;10;11,992f222bf446d4293c6f2026e7c1406d091f48459dd543ddf85327c0f2d20e68,936,707,229,0.7553418803418803
seed42,42,II;III;aVR;V1;V2;V3,1;2;3;6;7;8,155dcac170ac5f110a71cc6e5a2059e6914078588f20d1186dc8c829825b5865,936,711,225,0.7596153846153846
seed42,42,II;III;aVR;V1;V2;V4,1;2;3;6;7;9,6eed49cfc58b026bd4b913d0440c5e0693224f5c6e34565f53ee3e4b6a046074,936,715,221,0.7638888888888888
seed42,42,II;III;aVR;V1;V2;V5,1;2;3;6;7;10,d49d27f52ac23ce93c99bc6fcc00d6a3759abfa92704a7805260458c12f1a85f,936,713,223,0.7617521367521367
seed42,42,II;III;aVR;V1;V2;V6,1;2;3;6;7;11,880b09e21ef505ffdf28ddd4230fcd89c1743d20a4025877e6b99439d358610e,936,717,219,0.7660256410256411
seed42,42,II;III;aVR;V1;V3;V4,1;2;3;6;8;9,66259ffbcdedf011a8e57daafc1650ffe8a94ebab75dea33ab5b51f8b57bfbdb,936,716,220,0.7649572649572649
seed42,42,II;III;aVR;V1;V3;V5,1;2;3;6;8;10,e0a252592fe333ff89a7298d7a2f602cf09e7b1bf305e9ff2704a4a419953576,936,715,221,0.7638888888888888
seed42,42,II;III;aVR;V1;V3;V6,1;2;3;6;8;11,549212b495157e5cb3511c37d044478bbdb85e456001b902fda2b9b546fddb90,936,710,226,0.7585470085470085
seed42,42,II;III;aVR;V1;V4;V5,1;2;3;6;9;10,1dc9681067f2ddac5a84e0cd8bc7378958f41b8919ce676e6aad173a8ccdb209,936,709,227,0.7574786324786325
seed42,42,II;III;aVR;V1;V4;V6,1;2;3;6;9;11,2e1456df93782615fa0e1534259b464141c228934e422ae7aa000942ac3c14b7,936,708,228,0.7564102564102564
seed42,42,II;III;aVR;V1;V5;V6,1;2;3;6;10;11,69df7c92797329269931510fbb97948869cb23a38903fda470fb425941386604,936,709,227,0.7574786324786325
seed42,42,II;III;aVR;V2;V3;V4,1;2;3;7;8;9,8c64a439a76c380e8f8f057c6c4fbac9323c6edb54143b5b7d6ecbd411ea9c20,936,711,225,0.7596153846153846
seed42,42,II;III;aVR;V2;V3;V5,1;2;3;7;8;10,cfc06db27e3abfd380f8b5ab55216c653870f0f65731d1450483c5fec1a5c8d1,936,710,226,0.7585470085470085
seed42,42,II;III;aVR;V2;V3;V6,1;2;3;7;8;11,f92d232b0bb6c97c5fd82cf6bcbc633ff5ee6e0e06a00ec1544838f7eb08a79b,936,705,231,0.7532051282051282
seed42,42,II;III;aVR;V2;V4;V5,1;2;3;7;9;10,b5f9ce040c82861b6355ffbfcc9cef86f3789275193e2a1e3d50c6d7cec01b90,936,705,231,0.7532051282051282
seed42,42,II;III;aVR;V2;V4;V6,1;2;3;7;9;11,53c80dcd30ced13d81bbc00b67d9c8be433f6fad86e20abdcfab3ed375275185,936,709,227,0.7574786324786325
seed42,42,II;III;aVR;V2;V5;V6,1;2;3;7;10;11,c6b1d7f7596a049102df482feef7d1ad2a06f855c008db1e5bb8702c339b2cbf,936,707,229,0.7553418803418803
seed42,42,II;III;aVR;V3;V4;V5,1;2;3;8;9;10,f6ae9da81c9299d81c56b9a483edb43509d0e3bcab0bfa66b16dba73bff88bfb,936,702,234,0.75
seed42,42,II;III;aVR;V3;V4;V6,1;2;3;8;9;11,3fd5714909079b5c74d4849b2abd5d45a74da14f748936939a655437ca7c0f85,936,707,229,0.7553418803418803
seed42,42,II;III;aVR;V3;V5;V6,1;2;3;8;10;11,5417e4553cf048b6ee47b4153afdc26639708e29064212673f89a93192b6ade2,936,704,232,0.7521367521367521
seed42,42,II;III;aVR;V4;V5;V6,1;2;3;9;10;11,52e449932f765ca3ee453e8d3d49161e48dfc052b45a478fb8708d594730809e,936,704,232,0.7521367521367521
seed42,42,II;III;aVL;V1;V2;V3,1;2;4;6;7;8,1175974a37a8b1560cf80d50aedd645fc9d7b14d50a85a4b0c5864da6f018334,936,712,224,0.7606837606837606
seed42,42,II;III;aVL;V1;V2;V4,1;2;4;6;7;9,011ca309a77e81a4e8a0115cbff860d0218b51e527f3ce55b33c1119b63aca77,936,715,221,0.7638888888888888
seed42,42,II;III;aVL;V1;V2;V5,1;2;4;6;7;10,27593ec9695631c5aa6761b887c31da2bea37e29b6c3e07653e30502b1d3f069,936,715,221,0.7638888888888888
seed42,42,II;III;aVL;V1;V2;V6,1;2;4;6;7;11,3cb5046be1f5f3961983a0d287aa27bae863a4fbcc0177805fa90ce27fc4cd12,936,719,217,0.7681623931623932
seed42,42,II;III;aVL;V1;V3;V4,1;2;4;6;8;9,868a5f641157c0da653bf3325098791f60d2b14a44698ced186682b7b8d79460,936,714,222,0.7628205128205128
seed42,42,II;III;aVL;V1;V3;V5,1;2;4;6;8;10,ea8a22efee2fc9e7ed95d948ceabf2d74168fd74c65a83bbe52cb6da90881233,936,712,224,0.7606837606837606
seed42,42,II;III;aVL;V1;V3;V6,1;2;4;6;8;11,10f0ba2ce0f30e15b680b4739f9c9f74783b7ade060d6133bb37d2ebc3b3f7f1,936,709,227,0.7574786324786325
seed42,42,II;III;aVL;V1;V4;V5,1;2;4;6;9;10,124e481cfbe2967a711a1f1412b0cfd8fe1abb26525675cd9a955acb56f0dfaa,936,710,226,0.7585470085470085
seed42,42,II;III;aVL;V1;V4;V6,1;2;4;6;9;11,4087685c17c328812f1e42784920bf10ca1d2442b8f878d427c1fef2f736e157,936,708,228,0.7564102564102564
seed42,42,II;III;aVL;V1;V5;V6,1;2;4;6;10;11,4fa2b89dd345c028f0f0b18a33daf64aa0ee4e281ad70f979d7dd3e390449805,936,708,228,0.7564102564102564
seed42,42,II;III;aVL;V2;V3;V4,1;2;4;7;8;9,b28821fff96c41820b1287d155b1ba7853a75275c5e63db09b18d015daad2453,936,710,226,0.7585470085470085
seed42,42,II;III;aVL;V2;V3;V5,1;2;4;7;8;10,c8bb565a26f81c53109f17aa1326e3a51b95c87204a12d4bdc69b74cce922f78,936,712,224,0.7606837606837606
seed42,42,II;III;aVL;V2;V3;V6,1;2;4;7;8;11,dadb934d4c6746a284f5300c484365f5f7515c46ace61499c4b7cf6f55a1e8bd,936,709,227,0.7574786324786325
seed42,42,II;III;aVL;V2;V4;V5,1;2;4;7;9;10,86dd963296723e9d9ef364112cf103b1cb3cf214b1f8707ac9fdda77c29ad397,936,708,228,0.7564102564102564
seed42,42,II;III;aVL;V2;V4;V6,1;2;4;7;9;11,265e1d3966bca6eb33a283a678c7294c7f97553f1671164fa51c4a8af2ce9ecb,936,709,227,0.7574786324786325
seed42,42,II;III;aVL;V2;V5;V6,1;2;4;7;10;11,0d91373f65f94cbbbc220d1d96b06f25866684c2f4bfd4c67b219209df4c00c4,936,708,228,0.7564102564102564
seed42,42,II;III;aVL;V3;V4;V5,1;2;4;8;9;10,673d26ce8a9e5e8baeafa05c3d9a907f7f2f4d94c7683fdf170d4c7f23d6e68d,936,705,231,0.7532051282051282
seed42,42,II;III;aVL;V3;V4;V6,1;2;4;8;9;11,0d939c92b3ab1397a9c52d445761f5a20b57327a20c48eb61a8860842449e09a,936,704,232,0.7521367521367521
seed42,42,II;III;aVL;V3;V5;V6,1;2;4;8;10;11,8715d7c3ed381a3aff07aded286316cd845023cc11a93a2e8c71f33855760b7d,936,704,232,0.7521367521367521
seed42,42,II;III;aVL;V4;V5;V6,1;2;4;9;10;11,4c01ca49a88a6055e396aa3a452faa8958c98f4ec935e09d1533f516e8a281d3,936,705,231,0.7532051282051282
seed42,42,II;III;aVF;V1;V2;V3,1;2;5;6;7;8,786ce128e77f00745c8355eae7ece0adf6f4c5b5a90d40b9d96fb97fecfb78b5,936,709,227,0.7574786324786325
seed42,42,II;III;aVF;V1;V2;V4,1;2;5;6;7;9,0a4f66e38ba2abacde0d1207c0890d8125f428f31900e04c2dc4ea9e0de61774,936,714,222,0.7628205128205128
seed42,42,II;III;aVF;V1;V2;V5,1;2;5;6;7;10,87d7554c2dfc6870499f2aaae4388b6cdc24e7d4275230fae386c4297a7fb9c4,936,712,224,0.7606837606837606
seed42,42,II;III;aVF;V1;V2;V6,1;2;5;6;7;11,2c9481a9ea4b4fd689e2e727fde086082fec35f766bef36d4668670d98d40b6b,936,713,223,0.7617521367521367
seed42,42,II;III;aVF;V1;V3;V4,1;2;5;6;8;9,597c04e8dfcbd3ceab8c35c0e0f0d1a86f8c928f97a103cae18d9a07e38a2ecb,936,714,222,0.7628205128205128
seed42,42,II;III;aVF;V1;V3;V5,1;2;5;6;8;10,1a231ba600d6f9b95314143bf3c36fcfc9c1c68189ce892912c1e5a1424b3041,936,710,226,0.7585470085470085
seed42,42,II;III;aVF;V1;V3;V6,1;2;5;6;8;11,e57e7c5e3b33e9c24bd59468fb2bfc493d0350fe086a25b6ffd36b6463be24da,936,706,230,0.7542735042735043
seed42,42,II;III;aVF;V1;V4;V5,1;2;5;6;9;10,2f0bca3f773168516e694c2e1328474f73fe9af61f1473ef77afaf42ad66062e,936,704,232,0.7521367521367521
seed42,42,II;III;aVF;V1;V4;V6,1;2;5;6;9;11,5b3bc48864066f9ca4d787d2b62bf5361ab65527aaf788f04aac0de935759adb,936,707,229,0.7553418803418803
seed42,42,II;III;aVF;V1;V5;V6,1;2;5;6;10;11,57ed187ee73799fb4176e6face8ae2b813362b96ff970f3e3e9fe7d9d7097e84,936,705,231,0.7532051282051282
seed42,42,II;III;aVF;V2;V3;V4,1;2;5;7;8;9,494cac1c1c503342449a759592ba93c697e4f428da514f7623cbe223207d161a,936,711,225,0.7596153846153846
seed42,42,II;III;aVF;V2;V3;V5,1;2;5;7;8;10,ed6b54b4a13d7dcd6a4737556b016692ab1d996e312acd9cb43fe67a6fa2bf6e,936,708,228,0.7564102564102564
seed42,42,II;III;aVF;V2;V3;V6,1;2;5;7;8;11,7b1ae892b4d2b7f3e4cbb1c127672bfca120ba3c0f51f93fd0aff71d25596567,936,706,230,0.7542735042735043
seed42,42,II;III;aVF;V2;V4;V5,1;2;5;7;9;10,c8f261272ac29f48c8fbd9995ae318832d6392514f5ca8f8ae20abc2aca7c01a,936,705,231,0.7532051282051282
seed42,42,II;III;aVF;V2;V4;V6,1;2;5;7;9;11,256c24555781f49efb95386c4a3af3de1f98451ff95bf93a64c8f4bff60825c8,936,706,230,0.7542735042735043
seed42,42,II;III;aVF;V2;V5;V6,1;2;5;7;10;11,c03e9157dbdefc0a6d4215703480d6a89a929733bf6029ab24e0b7485e1b33a0,936,706,230,0.7542735042735043
seed42,42,II;III;aVF;V3;V4;V5,1;2;5;8;9;10,707b416eb6bcb998941e7bf22f4f2df6a69c0f6b265fff300b3ad1cc68c3150c,936,703,233,0.7510683760683761
seed42,42,II;III;aVF;V3;V4;V6,1;2;5;8;9;11,06bd4b8088b8ffd47bb2f0198c7e1eddbd679ff36213cc983752435ae4cba08a,936,704,232,0.7521367521367521
seed42,42,II;III;aVF;V3;V5;V6,1;2;5;8;10;11,44a9d43f43b4d1ce509ed965c361165fdcf296eea8bd7f2002556194fd936816,936,706,230,0.7542735042735043
seed42,42,II;III;aVF;V4;V5;V6,1;2;5;9;10;11,ed0321fd36e8ad63757f09e8a3382b299f4a54dc53ac0b19de7a8556a01c30a3,936,699,237,0.7467948717948718
seed42,42,II;aVR;aVL;V1;V2;V3,1;3;4;6;7;8,f08fe8dcd73bfaeae4ea18294d7926a5aa37452a30a6a5ce64b7d29b110cd55f,936,712,224,0.7606837606837606
