stage,seed,lead_names,lead_indices,prediction_sha256,n,correct,incorrect,accuracy
seed42,42,I;II;aVL;aVF;V3;V4,0;1;4;5;8;9,9ce286b36b50d4f1e6b83cc3e3063c80650513c3ec3f6e9204452d988c7567d8,936,713,223,0.7617521367521367
seed42,42,I;II;aVL;aVF;V3;V5,0;1;4;5;8;10,3343c1cd899d1c53c93b16dee389ce70c25b4259547e3a7444dee4f57789107d,936,711,225,0.7596153846153846
seed42,42,I;II;aVL;aVF;V3;V6,0;1;4;5;8;11,63d821203445de94a17cf55b6992fce35908db706a6f37f5c8380cefe7c53b2a,936,706,230,0.7542735042735043
seed42,42,I;II;aVL;aVF;V4;V5,0;1;4;5;9;10,2d57a529c008a78a196404fef2b04d385f4ad8474c287757bf508f5b9bc4ffcf,936,711,225,0.7596153846153846
seed42,42,I;II;aVL;aVF;V4;V6,0;1;4;5;9;11,12b4f8fe3f313f5851c90d3a9890f98ccdd0215829073c0d4a696b45299bf120,936,709,227,0.7574786324786325
seed42,42,I;II;aVL;aVF;V5;V6,0;1;4;5;10;11,5a5b78428aba28d9551788b22e0d18b8b2446ded90ded42367d04ffc42897190,936,698,238,0.7457264957264957
seed42,42,I;III;aVR;aVL;V1;V2,0;2;3;4;6;7,e4b562216b763d4287de58515e9015225195d1f4e168fe27b489445845c2fdbb,936,707,229,0.7553418803418803
seed42,42,I;III;aVR;aVL;V1;V3,0;2;3;4;6;8,33d31cae0dc348ec4f5a8692964fd0838b724806fcfc39a83f46a268eee3e4b1,936,710,226,0.7585470085470085
seed42,42,I;III;aVR;aVL;V1;V4,0;2;3;4;6;9,3d4f832b0dd66acfd9bd05cb7ce37feb9a091dd71cb3b1c193b9ed9bcc0ed994,936,715,221,0.7638888888888888
seed42,42,I;III;aVR;aVL;V1;V5,0;2;3;4;6;10,3ff11aaef3267dfd8158091223b4657ab647c7fdfb80a4aa3ed9934560f011d4,936,710,226,0.7585470085470085
seed42,42,I;III;aVR;aVL;V1;V6,0;2;3;4;6;11,50a6cbd35665b2e794cbf7e8b00ff94d09e8dd217a9c3c65da7ca3a8afaa4d40,936,720,216,0.7692307692307693
seed42,42,I;III;aVR;aVL;V2;V3,0;2;3;4;7;8,3fa7e0b9343bbbebe255732a8c1a44cf272d87e9a33c92ee747e046dfda48d5f,936,704,232,0.7521367521367521
seed42,42,I;III;aVR;aVL;V2;V4,0;2;3;4;7;9,26d5b0d5ff01107128db2013ff12ae6f4568c0309a8fc0e682b8fa0271fbd2b4,936,709,227,0.7574786324786325
seed42,42,I;III;aVR;aVL;V2;V5,0;2;3;4;7;10,01b1cc5da2e628c4730c6990e2789ac2e4d770c9258a471250e0ab7adff2082b,936,712,224,0.7606837606837606
seed42,42,I;III;aVR;aVL;V2;V6,0;2;3;4;7;11,9ca836c9bd75ffb3f48b196b3c3bd398131532b4334aebbc456214da7bb47c62,936,715,221,0.7638888888888888
seed42,42,I;III;aVR;aVL;V3;V4,0;2;3;4;8;9,46bf8cce42795baf744e9775c157446edae0241508632270f994a1bead131282,936,708,228,0.7564102564102564
seed42,42,I;III;aVR;aVL;V3;V5,0;2;3;4;8;10,1bcd7ec06b6ad1bf77a454b5473c39d1a93968a973e7aa372cfe69b70046743f,936,708,228,0.7564102564102564
seed42,42,I;III;aVR;aVL;V3;V6,0;2;3;4;8;11,8e55014850c71aa5fd4866e810711d27f7c78cc0a1b4b59dc1fb3356a29fe37d,936,706,230,0.7542735042735043
seed42,42,I;III;aVR;aVL;V4;V5,0;2;3;4;9;10,9b3dbda9a95c7e9e943d43f9d1681feaba921a65e4c8164cd03a54e091c699e5,936,709,227,0.7574786324786325
seed42,42,I;III;aVR;aVL;V4;V6,0;2;3;4;9;11,b85582a1a9252adc101f2e7cdcff29d4fd0dd41931f6a56073b30143bca63fc1,936,709,227,0.7574786324786325
seed42,42,I;III;aVR;aVL;V5;V6,0;2;3;4;10;11,32a3c79b96036cae0aa29d296b611039e6ef5598b85f6ba0152704dc3dde7fec,936,702,234,0.75
seed42,42,I;III;aVR;aVF;V1;V2,0;2;3;5;6;7,561a0839e17c841a59f47b23f2f61b218e66d5c2576f09ab6b64388c36c04109,936,715,221,0.7638888888888888
seed42,42,I;III;aVR;aVF;V1;V3,0;2;3;5;6;8,ae016f08843d78928938377bb09199bce1e454d03b765921fe9d8b9497969c7f,936,708,228,0.7564102564102564
seed42,42,I;III;aVR;aVF;V1;V4,0;2;3;5;6;9,90dce76990ee088b4b0c0ee5801b23a3f909ecdfaee84ce94a046f86c8398df9,936,714,222,0.7628205128205128
seed42,42,I;III;aVR;aVF;V1;V5,0;2;3;5;6;10,1852400480af3d37a8a4de533d337acedd117b75ac6ede3c6d0c465d577c3057,936,708,228,0.7564102564102564
seed42,42,I;III;aVR;aVF;V1;V6,0;2;3;5;6;11,9bb93d48c114dd5aa44487aed618f917da4cc18fdd85d368f1845813e390a56e,936,712,224,0.7606837606837606
seed42,42,I;III;aVR;aVF;V2;V3,0;2;3;5;7;8,c4da8f7ed6ed5221a2a1e031fddbf41b389da7a7327ab04cadd8373f3311dfc6,936,704,232,0.7521367521367521
seed42,42,I;III;aVR;aVF;V2;V4,0;2;3;5;7;9,771ba24c23b91483674a0a2e33e6444d29586323f7346d7cbaac25991e504bca,936,708,228,0.7564102564102564
seed42,42,I;III;aVR;aVF;V2;V5,0;2;3;5;7;10,f3dd2b750839758976266a1ca48d1101453e393ecbdf9e93682ece8e4c0cc215,936,709,227,0.7574786324786325
seed42,42,I;III;aVR;aVF;V2;V6,0;2;3;5;7;11,f9891eee252fef592d58fe4446424910dce82c5ddd67cfb5dc69fb7bf8a93eeb,936,707,229,0.7553418803418803
seed42,42,I;III;aVR;aVF;V3;V4,0;2;3;5;8;9,477f1184cb39532102ac0bf15b43ad7fff5e5283e8ea144dfe5813c4328a5d89,936,711,225,0.7596153846153846
seed42,42,I;III;aVR;aVF;V3;V5,0;2;3;5;8;10,b60fb347afa8d9d331fee99dc21903cd7e948de38b84d18cf925b4461eb6c25f,936,705,231,0.7532051282051282
seed42,42,I;III;aVR;aVF;V3;V6,0;2;3;5;8;11,814bf43b2fedf598270acfc0e9cc645226429044f79875413bd005d1e16a945b,936,702,234,0.75
seed42,42,I;III;aVR;aVF;V4;V5,0;2;3;5;9;10,956e8bc9162878f22a48be71743025fcd6ef547961f269676c759610370eeddc,936,705,231,0.7532051282051282
seed42,42,I;III;aVR;aVF;V4;V6,0;2;3;5;9;11,37e6262852263e25b2421e77e4a84a012dea9bb9cb536b6e77e0fc6bccc858ff,936,708,228,0.7564102564102564
seed42,42,I;III;aVR;aVF;V5;V6,0;2;3;5;10;11,34fe93cf5bb6f10080387f55c89d48302c7f7715fcb0599f2b76062dc0e94a1b,936,703,233,0.7510683760683761
seed42,42,I;III;aVL;aVF;V1;V2,0;2;4;5;6;7,cfeed2c835740eea8b81b2cc319dafa13c4b4e52f3e373afa344c52c1e9ab881,936,714,222,0.7628205128205128
seed42,42,I;III;aVL;aVF;V1;V3,0;2;4;5;6;8,540abb2fc5382064721451df179c36ee4e7defd347d4b37765155996f76ca3bb,936,710,226,0.7585470085470085
seed42,42,I;III;aVL;aVF;V1;V4,0;2;4;5;6;9,26a2f58c526f66f4a80473ae020291564abfd6d4ba281aeeeb719cd44a602310,936,709,227,0.7574786324786325
seed42,42,I;III;aVL;aVF;V1;V5,0;2;4;5;6;10,abee670ae13901bb46bf7ed7feb1230b317ecb87a70661cdfabf27d5468cb382,936,706,230,0.7542735042735043
seed42,42,I;III;aVL;aVF;V1;V6,0;2;4;5;6;11,c0e7eb7b3e209411ba4318872a05ffc0092689468dad6e8e56df5e1d5ec44fa5,936,717,219,0.7660256410256411
seed42,42,I;III;aVL;aVF;V2;V3,0;2;4;5;7;8,9e327d14950ef4c4fe2788a64803020a0a15de56e869bd8a59cf788be4196ff4,936,710,226,0.7585470085470085
seed42,42,I;III;aVL;aVF;V2;V4,0;2;4;5;7;9,8e95b6166233e1670a8c34d7a2c80088d51e4bd6f4b0549ef984fc747328931a,936,710,226,0.7585470085470085
seed42,42,I;III;aVL;aVF;V2;V5,0;2;4;5;7;10,72fc0bde74f22e01a95d1d9d51ffd94d17e50e28598612d2c64962634bf0386d,936,708,228,0.7564102564102564
seed42,42,I;III;aVL;aVF;V2;V6,0;2;4;5;7;11,d8af8e6a445218ccadcd489d8f25568efaed2155ddf83078c58fb530831eb5a1,936,711,225,0.7596153846153846
seed42,42,I;III;aVL;aVF;V3;V4,0;2;4;5;8;9,733db940f5dcaeaf89a0ab4c0862f0563105cdf1b9ba6d1943669849156bf934,936,708,228,0.7564102564102564
seed42,42,I;III;aVL;aVF;V3;V5,0;2;4;5;8;10,294d418ed479dabf6cd11419cbf6358882dc58a8efc394e2b748880a80f5a289,936,709,227,0.7574786324786325
seed42,42,I;III;aVL;aVF;V3;V6,0;2;4;5;8;11,52786fd65fe7cf88ed0aed9f5d6b2584b5e35ddd787011352034ae3034f800b9,936,705,231,0.7532051282051282
seed42,42,I;III;aVL;aVF;V4;V5,0;2;4;5;9;10,ec8789a66e92030280e76360ae86f12273c1c96ac8f5464777bd5c6a3dd96280,936,711,225,0.7596153846153846
seed42,42,I;III;aVL;aVF;V4;V6,0;2;4;5;9;11,bd01f5c411851fab50f73b04e61857b7e266925236080a31ab203892e008a923,936,712,224,0.7606837606837606
seed42,42,I;III;aVL;aVF;V5;V6,0;2;4;5;10;11,119b4029bd97424a0ce4089073dfc6e4b040e0270bbb9b5cd3633c77adf49003,936,703,233,0.7510683760683761
seed42,42,I;aVR;aVL;aVF;V1;V2,0;3;4;5;6;7,c972fd0b592ee4b6056c666d916301c468d7adc1e7e424b6902a6ea8b5062caf,936,717,219,0.7660256410256411
seed42,42,I;aVR;aVL;aVF;V1;V3,0;3;4;5;6;8,eb74e4934b2ee3ff8e1f5e7e318de561d494cb4d9be55151d5e231121730f1f9,936,712,224,0.7606837606837606
seed42,42,I;aVR;aVL;aVF;V1;V4,0;3;4;5;6;9,001a1d0e4471af6dd52cde832d47c76d5e353830a72bae4160d7dccd270124ab,936,719,217,0.7681623931623932
seed42,42,I;aVR;aVL;aVF;V1;V5,0;3;4;5;6;10,a7a14ac2dfde35cc6fb6f1494dabad3c73a2149f27e8e5aec6fe1a3df6a95ef3,936,706,230,0.7542735042735043
seed42,42,I;aVR;aVL;aVF;V1;V6,0;3;4;5;6;11,8a6a4c000b0fcdcd1bbf61790ae254db53e869d8c4dd2f9d4aacd396212d6d2c,936,715,221,0.7638888888888888
seed42,42,I;aVR;aVL;aVF;V2;V3,0;3;4;5;7;8,4f1c11b7bd4d4d1317f9239fe220eaf4030226ac1b0971f47218e0e7672f3f70,936,702,234,0.75
seed42,42,I;aVR;aVL;aVF;V2;V4,0;3;4;5;7;9,1768e25cf292892aaad9c3cc9ee2cf6f5aaa6ef4f6b70ebaf82a9567c62cf9fd,936,712,224,0.7606837606837606
seed42,42,I;aVR;aVL;aVF;V2;V5,0;3;4;5;7;10,f56cf313a79341c3e523f4a0548671701ed5737deff2d11382881559e8a7b0ec,936,710,226,0.7585470085470085
seed42,42,I;aVR;aVL;aVF;V2;V6,0;3;4;5;7;11,02b5ae51a26aa294f2be3579caebb5ff517ca5e17973a47652e8ee9c94d0d162,936,711,225,0.7596153846153846
seed42,42,I;aVR;aVL;aVF;V3;V4,0;3;4;5;8;9,84d2ae6b07be16c8925888724192552fc4f2e1e25615cd0ca64069f1d8ab61d7,936,712,224,0.7606837606837606
seed42,42,I;aVR;aVL;aVF;V3;V5,0;3;4;5;8;10,344656bf493ed4c9880118af97af49c4ea102ff229f58243225ecfbd59497bdc,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVL;aVF;V3;V6,0;3;4;5;8;11,a941e0e1a293306d9dee22b0db32e1009b8eb8ccbd83efbfac666c9623c6e7c2,936,705,231,0.7532051282051282
seed42,42,I;aVR;aVL;aVF;V4;V5,0;3;4;5;9;10,cc9839102bb9d242e16bc11a4eacc02debb71366d955bd043013e323766d37fa,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVL;aVF;V4;V6,0;3;4;5;9;11,5a949064054912d7b7ee31c47aa2dd3cafa2313472fa17b28b8c0ff1bad3cb3c,936,708,228,0.7564102564102564
seed42,42,I;aVR;aVL;aVF;V5;V6,0;3;4;5;10;11,3938dadc42da8a75c5acc719fa49e16bcb51c7d5d9a439740bed38ad6fab016c,936,702,234,0.75
seed42,42,II;III;aVR;aVL;V1;V2,1;2;3;4;6;7,f627267e755453c6429fd80455b329e87a79632dd47aeb701e000823655b35ed,936,713,223,0.7617521367521367
seed42,42,II;III;aVR;aVL;V1;V3,1;2;3;4;6;8,48c7d449b9e6f4058504959da8105c7552a98d3bde07a58128b3bc9f428f5453,936,707,229,0.7553418803418803
seed42,42,II;III;aVR;aVL;V1;V4,1;2;3;4;6;9,d80b7c06d0857f556898c763b5c62fb4b1de0160ea698f4056ed3364e5e904c6,936,712,224,0.7606837606837606
seed42,42,II;III;aVR;aVL;V1;V5,1;2;3;4;6;10,af2ea131b0cf1ae8073aedc4bf6d81bcbc8a8220fe04c3063e102535e6ba94e7,936,704,232,0.7521367521367521
seed42,42,II;III;aVR;aVL;V1;V6,1;2;3;4;6;11,fbf17dc526db76ce0fbf5444bbad74f8fdc976a2bfce4b775a77b88658b82eea,936,718,218,0.7670940170940171
seed42,42,II;III;aVR;aVL;V2;V3,1;2;3;4;7;8,808b4c048ceecf01f704e92a8b8365f05ab51e806252d9515960aae8d946467c,936,710,226,0.7585470085470085
seed42,42,II;III;aVR;aVL;V2;V4,1;2;3;4;7;9,bd4345798b3de3efbed799ec9a985e6d089f43d478d63c18d24c2d3df5d77f30,936,710,226,0.7585470085470085
seed42,42,II;III;aVR;aVL;V2;V5,1;2;3;4;7;10,6b1fc8e5147f1bcb9e83a65e048d9865e543bd30cd39de8cd560af04bfd8c30b,936,710,226,0.7585470085470085
seed42,42,II;III;aVR;aVL;V2;V6,1;2;3;4;7;11,121202c8397e5f6039eea88ec75f0414ffd7dcc3a7d2132f80d633a802993f98,936,711,225,0.7596153846153846
seed42,42,II;III;aVR;aVL;V3;V4,1;2;3;4;8;9,280a0d566ee6d8874c83e05b615f5415a8a4afc205163301bd417a5a43ff4206,936,711,225,0.7596153846153846
seed42,42,II;III;aVR;aVL;V3;V5,1;2;3;4;8;10,8791bc6c6dfddc5f0a425ce99306efbcbd5a25528ac989d8f6a2743e175856c1,936,706,230,0.7542735042735043
seed42,42,II;III;aVR;aVL;V3;V6,1;2;3;4;8;11,a4d7f034009ee29b376667ebf85f4fe2dd08562c5f97e4aadb27a14d19d28583,936,706,230,0.7542735042735043
seed42,42,II;III;aVR;aVL;V4;V5,1;2;3;4;9;10,cc7adf9bc020f9a2633ff973ae5ec251bf088b37b8e0f7107f204ec0ec63f01a,936,705,231,0.7532051282051282
seed42,42,II;III;aVR;aVL;V4;V6,1;2;3;4;9;11,566ae4343a8e61c3450ff704e07872dffac27a647e76fc0bb5eae8b73e27e7aa,936,707,229,0.7553418803418803
seed42,42,II;III;aVR;aVL;V5;V6,1;2;3;4;10;11,25625c22f600f4656d827c73a46ef7965064835df0125ec07680efa5994261f2,936,699,237,0.7467948717948718
seed42,42,II;III;aVR;aVF;V1;V2,1;2;3;5;6;7,9457a81900895a602937bd2e4c080d83e9db35a21d4ea10d982f2e4f5bb65795,936,717,219,0.7660256410256411
seed42,42,II;III;aVR;aVF;V1;V3,1;2;3;5;6;8,a508e02b1b02b7d69cc3fe7bb2710552782c17b68d0a4aa48698eaee5541574f,936,710,226,0.7585470085470085
seed42,42,II;III;aVR;aVF;V1;V4,1;2;3;5;6;9,e6213eb5162c407c2acca1f2177a3069d5a7d7cc1f72148243ae969ed299838f,936,714,222,0.7628205128205128
seed42,42,II;III;aVR;aVF;V1;V5,1;2;3;5;6;10,ed85c6e57af245908feb752378a191dce4983c6e7ce0bdbf23dac62660779177,936,705,231,0.7532051282051282
seed42,42,II;III;aVR;aVF;V1;V6,1;2;3;5;6;11,82bab07cd3d80e1b200cf7a71dc41ef881fa3ab120b54af6a9b12be3e46c32fe,936,720,216,0.7692307692307693
seed42,42,II;III;aVR;aVF;V2;V3,1;2;3;5;7;8,d93b998ae8012546e4fe021a8d7cc061ae46b9aeecb9e4d6b5e2720089e2701a,936,704,232,0.7521367521367521
seed42,42,II;III;aVR;aVF;V2;V4,1;2;3;5;7;9,ac5be3cea9f33d304dd8848c3fa97638a93b4a3456b26167f1df53160fdd1bf1,936,711,225,0.7596153846153846
seed42,42,II;III;aVR;aVF;V2;V5,1;2;3;5;7;10,48a948a9a6d401034a055ebbe5bc975fa494030770d1fd41e8ddd1a9ce5117df,936,708,228,0.7564102564102564
seed42,42,II;III;aVR;aVF;V2;V6,1;2;3;5;7;11,e221c03fdb52e1b954b65dfb70a3f97418c5c3218c4a13e3cfbf0bbe42bd9dfd,936,710,226,0.7585470085470085
seed42,42,II;III;aVR;aVF;V3;V4,1;2;3;5;8;9,fa94171d6a282465fbfa4f5e32738954b3770c386b68c8691b52e82a0b0fdb2f,936,709,227,0.7574786324786325
seed42,42,II;III;aVR;aVF;V3;V5,1;2;3;5;8;10,108da52bb9305689b59f15a755165be5103db3d6c253e48c4d9203bb49bb46d6,936,704,232,0.7521367521367521
seed42,42,II;III;aVR;aVF;V3;V6,1;2;3;5;8;11,b27a84a91f90f18305f7a3737af45ab8ce489030a39cb5d2d518af5625ec8957,936,701,235,0.7489316239316239
seed42,42,II;III;aVR;aVF;V4;V5,1;2;3;5;9;10,50488b27954789da61439cb0902a10d5c9ec27999db0331276fd5fa93b33c4d9,936,704,232,0.7521367521367521
seed42,42,II;III;aVR;aVF;V4;V6,1;2;3;5;9;11,57f3b9767a5daad837d8c846b1bad4d056b0d95b226d0038cbc56ef31a3fc5f1,936,705,231,0.7532051282051282
seed42,42,II;III;aVR;aVF;V5;V6,1;2;3;5;10;11,ae30926e21f4077aebb6237689fb8b1bcce7e86fe63a3817da00645aba5a697f,936,699,237,0.7467948717948718
seed42,42,II;III;aVL;aVF;V1;V2,1;2;4;5;6;7,5d7a521f4ecba43ef4462fc6fb22c37d05d216fe25f6946e850468bafaf8f719,936,714,222,0.7628205128205128
seed42,42,II;III;aVL;aVF;V1;V3,1;2;4;5;6;8,fea27cf9825c4301c04a66c580981461894f4ae7de9e276d1072e9d289d75b65,936,707,229,0.7553418803418803
seed42,42,II;III;aVL;aVF;V1;V4,1;2;4;5;6;9,2c310cd28289343e522897a5d5b9e2e0e1596fa5ceb8119f28b0a34db867c6e3,936,712,224,0.7606837606837606
seed42,42,II;III;aVL;aVF;V1;V5,1;2;4;5;6;10,f7f7843eb9181b996183b4a9f765c64fa738eaf1474f2d466330351e1e9b7751,936,710,226,0.7585470085470085
seed42,42,II;III;aVL;aVF;V1;V6,1;2;4;5;6;11,16b30b73335d5e853e144ac04c021250ebadc55aa99b4c7ed9e39c10d8605136,936,719,217,0.7681623931623932
seed42,42,II;III;aVL;aVF;V2;V3,1;2;4;5;7;8,b045af182c9eb011202b0a8c2dff2809e9613c291a2d4e6e59f20a56edcbeb6e,936,714,222,0.7628205128205128
seed42,42,II;III;aVL;aVF;V2;V4,1;2;4;5;7;9,9d674c9726ce9ab7d06afdf731d9e593097b8b87564fd66d408011567aadf02c,936,712,224,0.7606837606837606
seed42,42,II;III;aVL;aVF;V2;V5,1;2;4;5;7;10,198756525cdf29864c9b36766ff03a3484c4d425f27f3a612a6c123c5a63b0ca,936,710,226,0.7585470085470085
seed42,42,II;III;aVL;aVF;V2;V6,1;2;4;5;7;11,091e27e77056bc24a9a1e46911bdbac5fa88eef97ae83cf70a663a94db861976,936,711,225,0.7596153846153846
seed42,42,II;III;aVL;aVF;V3;V4,1;2;4;5;8;9,cdcb97f3763d0cb933e5da1a88dfbe03a947e2f8e86a3db1e9a38f53fead56a5,936,707,229,0.7553418803418803
seed42,42,II;III;aVL;aVF;V3;V5,1;2;4;5;8;10,b8e7b3f55091abd2acf1ed07edc595eaadfbf65f4d98641c839b15c645f0713f,936,707,229,0.7553418803418803
seed42,42,II;III;aVL;aVF;V3;V6,1;2;4;5;8;11,4aa60a7cccecacb4207ac35599051d65cbd8560f0fc5cd4afd18aded30369f97,936,707,229,0.7553418803418803
seed42,42,II;III;aVL;aVF;V4;V5,1;2;4;5;9;10,99c59de4fd3c909cba70b7c7a568faf61c18610f4b7778c711c58799bc103387,936,704,232,0.7521367521367521
seed42,42,II;III;aVL;aVF;V4;V6,1;2;4;5;9;11,54bbeae76395bc52687ac4ea0e8edc7b0682f9070ee5881d28a1bd15a30901af,936,706,230,0.7542735042735043
seed42,42,II;III;aVL;aVF;V5;V6,1;2;4;5;10;11,8d3c610fb05cbf736327d6f4f7be485d7df08b513eb8b276c8678c4bc1c5457b,936,699,237,0.7467948717948718
seed42,42,II;aVR;aVL;aVF;V1;V2,1;3;4;5;6;7,49e1c4f73a66afd52d7194bbc80204557da1744aa87736d80db043cb2c991737,936,718,218,0.7670940170940171
seed42,42,II;aVR;aVL;aVF;V1;V3,1;3;4;5;6;8,15c85315bc2bc0bad3e7405745b9ad50e33cddf1820ff81790f6893f0ad7ac3a,936,712,224,0.7606837606837606
seed42,42,II;aVR;aVL;aVF;V1;V4,1;3;4;5;6;9,d616bcb1b2b0f83888d7039c833d1d36a95ff1b6ee06fecd5905a8f86262aa7d,936,719,217,0.7681623931623932
seed42,42,II;aVR;aVL;aVF;V1;V5,1;3;4;5;6;10,78119d737cd853906b47b28fd5b74aaa9164044eb102207b594f2a002b531e8c,936,704,232,0.7521367521367521
seed42,42,II;aVR;aVL;aVF;V1;V6,1;3;4;5;6;11,c41ab0260a66d6ad6e8bd45b4e944f99b58480546fcb9941f532a32e714ce25c,936,721,215,0.7702991452991453
seed42,42,II;aVR;aVL;aVF;V2;V3,1;3;4;5;7;8,7b529aa2b31ab9b7e28fe91e7cfe8c2f077a9857f780a86500ab5b8626c883d5,936,710,226,0.7585470085470085
seed42,42,II;aVR;aVL;aVF;V2;V4,1;3;4;5;7;9,f0cb24d5689ff9e41fe87cd734d2b892d1d24bb0d53805b8b548658858d9f918,936,713,223,0.7617521367521367
seed42,42,II;aVR;aVL;aVF;V2;V5,1;3;4;5;7;10,e8ed6bf34bbd8abd9db3c14d6e19705ae0662554268383559f5fd067a5e52539,936,712,224,0.7606837606837606
seed42,42,II;aVR;aVL;aVF;V2;V6,1;3;4;5;7;11,3b21ff9c4216d2b28fc830be26672a46cac8cc48a718313397c5d190c399cafb,936,709,227,0.7574786324786325
seed42,42,II;aVR;aVL;aVF;V3;V4,1;3;4;5;8;9,bccb35765b8524492745e9580f5d4f004b028d8cc2ad9bfc8d8be67ab26ad7d6,936,711,225,0.7596153846153846
seed42,42,II;aVR;aVL;aVF;V3;V5,1;3;4;5;8;10,20c370d7e1a554274e047f78a1c6901d8ccf6ea7864ba41afc58c452cf0323ed,936,705,231,0.7532051282051282
seed42,42,II;aVR;aVL;aVF;V3;V6,1;3;4;5;8;11,2613a695b06f955fe55f430995d3d059941536f4ca1e46380fd31797d4f78c8e,936,705,231,0.7532051282051282
seed42,42,II;aVR;aVL;aVF;V4;V5,1;3;4;5;9;10,a2072efe0968a5d4a1caeafa8a8e9839fbcd139de7ba125214109fcd610c5049,936,704,232,0.7521367521367521
seed42,42,II;aVR;aVL;aVF;V4;V6,1;3;4;5;9;11,5b0e832347cf84ed5b3f54a075a1bef3af113e0f3e8c212101cf2d3c5f5b6e8c,936,707,229,0.7553418803418803
seed42,42,II;aVR;aVL;aVF;V5;V6,1;3;4;5;10;11,2a1d462875bb33315dd502640e89781d9d0f3c471d8c71241e474de5fad5cad6,936,700,236,0.7478632478632479
seed42,42,III;aVR;aVL;aVF;V1;V2,2;3;4;5;6;7,f7be98bcc89bea91200e407c4df4e747cfcc490709ba2192a02c24d8926b2f76,936,715,221,0.7638888888888888
seed42,42,III;aVR;aVL;aVF;V1;V3,2;3;4;5;6;8,08901172725683c433d26cd2edef5c0bd89dbcff0367f4b753ad14b8128122c9,936,707,229,0.7553418803418803
seed42,42,III;aVR;aVL;aVF;V1;V4,2;3;4;5;6;9,181c64398b8669e9a985cd9619afd5534b4c03ec9823a11a071a074ca72ab869,936,712,224,0.7606837606837606
seed42,42,III;aVR;aVL;aVF;V1;V5,2;3;4;5;6;10,97665911fbd718a209cfc92a316ab66a902d459d6f0e288a72d14a6a5f7a9383,936,706,230,0.7542735042735043
seed42,42,III;aVR;aVL;aVF;V1;V6,2;3;4;5;6;11,15c390a1136b3f5829542b747928598ce298d4cf993371b9102139ca9cfc3bac,936,717,219,0.7660256410256411
seed42,42,III;aVR;aVL;aVF;V2;V3,2;3;4;5;7;8,5c91183005f2eeba29d2a8d2f4d4661aaa9663774a7aff437d73aed5b0f5d3e3,936,705,231,0.7532051282051282
seed42,42,III;aVR;aVL;aVF;V2;V4,2;3;4;5;7;9,6b6a420fa2ae26a96d8fa3001fe9123eb8f66c33c0dd861818bd4ac7cc5226ed,936,705,231,0.7532051282051282
seed42,42,III;aVR;aVL;aVF;V2;V5,2;3;4;5;7;10,51343d338d6f8143208fc429d0e4d96d138c5d6f8442e4149515fb5f62261337,936,705,231,0.7532051282051282
seed42,42,III;aVR;aVL;aVF;V2;V6,2;3;4;5;7;11,e08ce89d621ed5d8eb001d8d5f840cc9018fd0a2127a6acec608975e683ed673,936,708,228,0.7564102564102564
seed42,42,III;aVR;aVL;aVF;V3;V4,2;3;4;5;8;9,5c4fb4a78889a1fb18bedc23194af9b238c8177dc76ae5054a849276be7b12a7,936,709,227,0.7574786324786325
seed42,42,III;aVR;aVL;aVF;V3;V5,2;3;4;5;8;10,1d3cb988a6547fc81ceca738f1834e178440ac6ad36e7569ecf07671db0fc772,936,705,231,0.7532051282051282
seed42,42,III;aVR;aVL;aVF;V3;V6,2;3;4;5;8;11,2da8469fa7e0e84b874203f4cbebea41142b0a665ebd55e13344c83324b63eed,936,702,234,0.75
seed42,42,III;aVR;aVL;aVF;V4;V5,2;3;4;5;9;10,804bfd4ebdff23c0b4a5961d92215611a147898f4a7b704a1051716209c18d23,936,702,234,0.75
seed42,42,III;aVR;aVL;aVF;V4;V6,2;3;4;5;9;11,87c9c7f478d373efb40ab2f285fca6475d0030beca1f63777e346e15089dc2d9,936,706,230,0.7542735042735043
seed42,42,III;aVR;aVL;aVF;V5;V6,2;3;4;5;10;11,59abbfcb0e1e7aee1a0238ee0a835a10a18efab9eacdcbf878bb41c3606825f5,936,701,235,0.7489316239316239
seed42,42,I;II;III;aVR;aVL;V1;V2,0;1;2;3;4;6;7,633aae67f69f46f0be61bf926457104ab4d693cba6754c3a1cecd3b6a8087ad2,936,715,221,0.7638888888888888
seed42,42,I;II;III;aVR;aVL;V1;V3,0;1;2;3;4;6;8,90fb1712633081a97664b608d6a77389c78c0d2bc3223669322497f08ebb297b,936,709,227,0.7574786324786325
seed42,42,I;II;III;aVR;aVL;V1;V4,0;1;2;3;4;6;9,259762f1b3bb02f71c0078048f033280164cd0877a5ae06f2562acf88bcdd29e,936,714,222,0.7628205128205128
seed42,42,I;II;III;aVR;aVL;V1;V5,0;1;2;3;4;6;10,e471d2ede4365d88534cfb530b42324a6dfe3576d67290e006b22963e3f62131,936,705,231,0.7532051282051282
seed42,42,I;II;III;aVR;aVL;V1;V6,0;1;2;3;4;6;11,3dc5108bfdf8424e017b7956792208413d7ed57f2f99763bdce05425bcc5271b,936,721,215,0.7702991452991453
seed42,42,I;II;III;aVR;aVL;V2;V3,0;1;2;3;4;7;8,0ba2540fd558060ab29bab84b06be32e9728a866e5a4ac913172a83ebeda4de0,936,711,225,0.7596153846153846
